text,tokenized,tokenized_str,cluster
kalau hanya bulan gak masalah mereka di indonesia tapi jangan menetap selamanya di indonesia itu nama nya menjajah indonesia usir mereka jangan sampai berkembang biak di indonesia,"['kalau', 'hany', 'bul', 'gak', 'masalah', 'merek', 'di', 'indones', 'tap', 'jang', 'menetap', 'selamany', 'di', 'indones', 'itu', 'nam', 'nya', 'menjajah', 'indones', 'usir', 'merek', 'jang', 'sampa', 'berkembang', 'biak', 'di', 'indones']",kalau hany bul gak masalah merek di indones tap jang menetap selamany di indones itu nam nya menjajah indones usir merek jang sampa berkembang biak di indones,2
mengapa tidak pergi ke filipina bukankah presiden duterte sendiri pernah menyatakan dia bersedia menerima warga rohingya ini ke negaranya dengan hati terbuka,"['mengap', 'tidak', 'perg', 'ke', 'filipin', 'bukankah', 'presid', 'dutert', 'sendir', 'pernah', 'menyatak', 'dia', 'bersed', 'menerim', 'warg', 'rohingy', 'in', 'ke', 'negarany', 'deng', 'hat', 'terbuk']",mengap tidak perg ke filipin bukankah presid dutert sendir pernah menyatak dia bersed menerim warg rohingy in ke negarany deng hat terbuk,3
usit imigran ilegal,"['usit', 'imigr', 'ileg']",usit imigr ileg,2
rohingya sudah makin banyak berdatangan ke indonesia kenapa pemerintah hanya diam diam aja,"['rohingy', 'sudah', 'makin', 'banyak', 'berdatang', 'ke', 'indones', 'kenap', 'pemerintah', 'hany', 'diam', 'diam', 'aj']",rohingy sudah makin banyak berdatang ke indones kenap pemerintah hany diam diam aj,2
usir aja lah beban negara dinegri sendiri jg banyk banget yg miskin makan ga bisamasih perlu bantuan pemerintah ngapain urusin rohingya,"['usir', 'aj', 'lah', 'beb', 'negar', 'dinegr', 'sendir', 'jg', 'banyk', 'banget', 'yg', 'miskin', 'mak', 'ga', 'bisamasih', 'perlu', 'bantu', 'pemerintah', 'ngapain', 'urusin', 'rohingy']",usir aj lah beb negar dinegr sendir jg banyk banget yg miskin mak ga bisamasih perlu bantu pemerintah ngapain urusin rohingy,3
apa ideologi pancasila sudah berubah ketuhanan yang maha esa kemanusiaan tak adil tak beradap persatuan warga asingkeadilan sosial bagi warga asing,"['ap', 'ideolog', 'pancasil', 'sudah', 'berubah', 'ketuh', 'yang', 'mah', 'es', 'kemanusia', 'tak', 'adil', 'tak', 'beradap', 'persatu', 'warg', 'asingkeadil', 'sos', 'bag', 'warg', 'as']",ap ideolog pancasil sudah berubah ketuh yang mah es kemanusia tak adil tak beradap persatu warg asingkeadil sos bag warg as,3
kalo berhak mengusir kenapa gak diusirmalah nunggu merekadatang lagi,"['kalo', 'berhak', 'mengusir', 'kenap', 'gak', 'diusirmalah', 'nunggu', 'merekadatang', 'lag']",kalo berhak mengusir kenap gak diusirmalah nunggu merekadatang lag,3
jgn banyak omong pak sediakan kapal trs pulangkan enek saya dengernya tentang rohingya,"['jgn', 'banyak', 'omong', 'pak', 'sediak', 'kap', 'trs', 'pulangk', 'enek', 'say', 'dengerny', 'tentang', 'rohingy']",jgn banyak omong pak sediak kap trs pulangk enek say dengerny tentang rohingy,2
kasian sama balitanyatapi nggx sama yg dewasanya tubuh masih lengkap tapi keliatan bngt jiwa pemalas nya pasang muka dengan cara memelas lginget ati orang yang terlihat kasianbiasanya memiliki sisi yang menyebalkan,"['kas', 'sam', 'balitanyatap', 'nggx', 'sam', 'yg', 'dewasany', 'tubuh', 'masih', 'lengkap', 'tap', 'kely', 'bngt', 'jiw', 'pemala', 'nya', 'pasang', 'muk', 'deng', 'car', 'memela', 'lginget', 'at', 'orang', 'yang', 'terlih', 'kasianbiasany', 'memilik', 'sis', 'yang', 'menyebalk']",kas sam balitanyatap nggx sam yg dewasany tubuh masih lengkap tap kely bngt jiw pemala nya pasang muk deng car memela lginget at orang yang terlih kasianbiasany memilik sis yang menyebalk,3
welcome to the jungle,"['welcom', 'jungl']",welcom jungl,2
pak mahfud semua rakyat indonesia sudah tahu penjajah kedaulatan nkri sebenarnya pbbmelalui unhcrsengaja mendatangkan imigran gelap rohingya bangladesh ini beramai ramai masuk ke indonesiamau jadikan pelestina versi asia jilid waspada rakyat indonesia kedaulatan nkri tidak baik baik saja rakyat indonesia rapatkan barisan jaga kedaulatan nkri dari sabang sampai merauketutup unhcr di indonesia kalau mau aman dan selamat kedaulatan nkri penolakan rakyat indonesia penentu masa depan generasi bangsa kita dan menyelamatkan kedaulatan nkri,"['pak', 'mahfud', 'semu', 'raky', 'indones', 'sudah', 'tahu', 'penjajah', 'keda', 'nkri', 'sebenarny', 'pbbmelalui', 'unhcrsengaj', 'mendatangk', 'imigr', 'gelap', 'rohingy', 'bangladesh', 'in', 'berama', 'rama', 'masuk', 'ke', 'indonesiamau', 'jadik', 'pelestin', 'vers', 'as', 'jilid', 'waspad', 'raky', 'indones', 'keda', 'nkri', 'tidak', 'baik', 'baik', 'saj', 'raky', 'indones', 'rapatk', 'bar', 'jag', 'keda', 'nkri', 'dar', 'sabang', 'sampa', 'merauketutup', 'unhcr', 'di', 'indones', 'kalau', 'mau', 'am', 'dan', 'selam', 'keda', 'nkri', 'penolak', 'raky', 'indones', 'penentu', 'mas', 'dep', 'generas', 'bangs', 'kit', 'dan', 'menyelamatk', 'keda', 'nkri']",pak mahfud semu raky indones sudah tahu penjajah keda nkri sebenarny pbbmelalui unhcrsengaj mendatangk imigr gelap rohingy bangladesh in berama rama masuk ke indonesiamau jadik pelestin vers as jilid waspad raky indones keda nkri tidak baik baik saj raky indones rapatk bar jag keda nkri dar sabang sampa merauketutup unhcr di indones kalau mau am dan selam keda nkri penolak raky indones penentu mas dep generas bangs kit dan menyelamatk keda nkri,2
kirim saja mereka ke palestina untuk membantu sesama muslim di sana kalau mereka butuh kerja kirim saja ke ukraina disana masih banyak membutuhkan tenaga masuk akal kan yg setuju like,"['kirim', 'saj', 'merek', 'ke', 'palestin', 'untuk', 'membantu', 'sesam', 'muslim', 'di', 'san', 'kalau', 'merek', 'butuh', 'kerj', 'kirim', 'saj', 'ke', 'ukrain', 'disan', 'masih', 'banyak', 'membutuhk', 'tenag', 'masuk', 'ak', 'kan', 'yg', 'setuju', 'lik']",kirim saj merek ke palestin untuk membantu sesam muslim di san kalau merek butuh kerj kirim saj ke ukrain disan masih banyak membutuhk tenag masuk ak kan yg setuju lik,3
krna ada rsa kemanusiaan itulh rohingya selalu berdatangan,"['krna', 'ad', 'rsa', 'kemanusia', 'itulh', 'rohingy', 'selalu', 'berdatang']",krna ad rsa kemanusia itulh rohingy selalu berdatang,3
langsung bertindak pak jangan kebanyakan bacot,"['langsung', 'bertindak', 'pak', 'jang', 'kebanyak', 'bacot']",langsung bertindak pak jang kebanyak bacot,2
indonesia tidak memanusiakan manusia maka masyarakat juga ikut² oknum² itu lahhh contohnyaa melawan begallmaling malah korbanyang di begall yang di hukumdi penjara bertahun tahun sampai sini bapa² om² mas² paham kan,"['indones', 'tidak', 'memanusiak', 'manus', 'mak', 'masyarak', 'jug', 'ikut²', 'oknum²', 'itu', 'lahhh', 'contohnya', 'melaw', 'begallm', 'malah', 'korbanyang', 'di', 'begal', 'yang', 'di', 'hukumd', 'penjar', 'bertahun', 'tahun', 'sampa', 'sin', 'bapa²', 'om²', 'mas²', 'paham', 'kan']",indones tidak memanusiak manus mak masyarak jug ikut² oknum² itu lahhh contohnya melaw begallm malah korbanyang di begal yang di hukumd penjar bertahun tahun sampa sin bapa² om² mas² paham kan,3
orang plinplan gini mau nyapres,"['orang', 'plinpl', 'gin', 'mau', 'nyapr']",orang plinpl gin mau nyapr,2
suruh tampung di gedung dpr kalau wakil rakyatnya diam aja,"['suruh', 'tampung', 'di', 'gedung', 'dpr', 'kalau', 'wakil', 'rakyatny', 'diam', 'aj']",suruh tampung di gedung dpr kalau wakil rakyatny diam aj,2
pemerintah tidak tegas nampak ketegasan negara kita sangat rapuh kalau ada campur tangan negara asingcina dan rusia kalau sudah memutuskan sesuatu dak peduli ama semua negarabahkan israel pun perang walau rugi negara mereka banyak dimusuhi negara mereka masih tegas ama keputusan merekaindonesia lembek hampir semua aspekterlalu baik sebagai negara dimana ham di no kan sehingga koruptor dapat ham juga kwkwkwkwkwkwkwkwkwkw,"['pemerintah', 'tidak', 'tega', 'nampak', 'ketegas', 'negar', 'kit', 'sang', 'rapuh', 'kalau', 'ad', 'camp', 'tang', 'negar', 'asingcin', 'dan', 'rus', 'kalau', 'sudah', 'memutusk', 'sesuatu', 'dak', 'pedul', 'am', 'semu', 'negarabahk', 'israel', 'pun', 'perang', 'walau', 'rug', 'negar', 'merek', 'banyak', 'dimusuh', 'negar', 'merek', 'masih', 'tega', 'am', 'keputus', 'merekaindones', 'lembek', 'hampir', 'semu', 'aspekterlalu', 'baik', 'sebaga', 'negar', 'diman', 'ham', 'di', 'kan', 'sehingg', 'korupt', 'dap', 'ham', 'jug', 'kwkwkwkwkwkwkwkwkwkw']",pemerintah tidak tega nampak ketegas negar kit sang rapuh kalau ad camp tang negar asingcin dan rus kalau sudah memutusk sesuatu dak pedul am semu negarabahk israel pun perang walau rug negar merek banyak dimusuh negar merek masih tega am keputus merekaindones lembek hampir semu aspekterlalu baik sebaga negar diman ham di kan sehingg korupt dap ham jug kwkwkwkwkwkwkwkwkwkw,2
pak kenapa unhcr bisa memiliki kantor di indonesia,"['pak', 'kenap', 'unhcr', 'bis', 'memilik', 'kant', 'di', 'indones']",pak kenap unhcr bis memilik kant di indones,2
kalau kalian tidak mau nampung amerika nampung syarat harus di baptis semua,"['kalau', 'kal', 'tidak', 'mau', 'nampung', 'amerik', 'nampung', 'syar', 'har', 'di', 'bapt', 'semu']",kalau kal tidak mau nampung amerik nampung syar har di bapt semu,2
tampung sementara di madura saja imigran gelap rohingyasemoga pak mahfud dapat pahala besaraamiin yra,"['tampung', 'sementar', 'di', 'madur', 'saj', 'imigr', 'gelap', 'rohingyasemog', 'pak', 'mahfud', 'dap', 'pahal', 'besaraamiin', 'yr']",tampung sementar di madur saj imigr gelap rohingyasemog pak mahfud dap pahal besaraamiin yr,2
sudahlah kembalikan mereka ke negera asal kasihan di indonesia gak hanya sumatra aja menolak seluruh indonesia,"['sudahlah', 'kembalik', 'merek', 'ke', 'neger', 'as', 'kasih', 'di', 'indones', 'gak', 'hany', 'sumatr', 'aj', 'menolak', 'seluruh', 'indones']",sudahlah kembalik merek ke neger as kasih di indones gak hany sumatr aj menolak seluruh indones,2
bosan mendengar usar usir terusmalah banyak yg datang terusayo warga aceh jika tidak bisa cara lembut pakai kekerasanbiar tahu itu lom dan unhcr itu sekalian di usir dari nkri ini,"['bos', 'mendeng', 'us', 'usir', 'terusmalah', 'banyak', 'yg', 'datang', 'terusayo', 'warg', 'aceh', 'jik', 'tidak', 'bis', 'car', 'lembut', 'paka', 'kekerasanbi', 'tahu', 'itu', 'lom', 'dan', 'unhcr', 'itu', 'sek', 'di', 'usir', 'dar', 'nkri', 'in']",bos mendeng us usir terusmalah banyak yg datang terusayo warg aceh jik tidak bis car lembut paka kekerasanbi tahu itu lom dan unhcr itu sek di usir dar nkri in,2
di pulangkan saja pak mahfud akan menjadi bom waktu nanti bisa kayak israil yang memerangi pribumi,"['di', 'pulangk', 'saj', 'pak', 'mahfud', 'ak', 'menjad', 'bom', 'waktu', 'nant', 'bis', 'kayak', 'israil', 'yang', 'memerang', 'pribum']",di pulangk saj pak mahfud ak menjad bom waktu nant bis kayak israil yang memerang pribum,2
usir aja,"['usir', 'aj']",usir aj,3
gapapa kalo punya nyawa stay di indonesia barang ilegal haram gak dilindungi hukum bebas diapain aja,"['gapap', 'kalo', 'puny', 'nyaw', 'stay', 'di', 'indones', 'barang', 'ileg', 'haram', 'gak', 'dilindung', 'huk', 'beba', 'diapain', 'aj']",gapap kalo puny nyaw stay di indones barang ileg haram gak dilindung huk beba diapain aj,3
ayo mana tindakannyarakyat butuh peran pemerintah untuk bertindak itu penting untuk mencegah bentrok,"['ayo', 'man', 'tindakannyaraky', 'butuh', 'per', 'pemerintah', 'untuk', 'bertindak', 'itu', 'pent', 'untuk', 'mencegah', 'bentrok']",ayo man tindakannyaraky butuh per pemerintah untuk bertindak itu pent untuk mencegah bentrok,2
sudah jelas ya pemirsa pengungsi rohingya yg datang ke indonesia akan ditampungjadi percuma kelean koar az harusnya pemerintah tegas ditampung selama berapa lamajika tidak akan dikembalikan ke myanmar atau campbangladesh gitu sayang nya pemerintah tidak ada kejelasansaling lemparambigu juga keterangannya,"['sudah', 'jela', 'ya', 'pemirs', 'pengungs', 'rohingy', 'yg', 'datang', 'ke', 'indones', 'ak', 'ditampungjad', 'percum', 'kel', 'koar', 'az', 'harusny', 'pemerintah', 'tega', 'ditampung', 'selam', 'berap', 'lamajik', 'tidak', 'ak', 'dikembalik', 'ke', 'myanm', 'atau', 'campbangladesh', 'gitu', 'sayang', 'nya', 'pemerintah', 'tidak', 'ad', 'kejelasans', 'lemparambigu', 'jug', 'keteranganny']",sudah jela ya pemirs pengungs rohingy yg datang ke indones ak ditampungjad percum kel koar az harusny pemerintah tega ditampung selam berap lamajik tidak ak dikembalik ke myanm atau campbangladesh gitu sayang nya pemerintah tidak ad kejelasans lemparambigu jug keteranganny,2
kembalikan saja mereka ke negara asalnya gak usah pake tapi,"['kembalik', 'saj', 'merek', 'ke', 'negar', 'asalny', 'gak', 'usah', 'pak', 'tap']",kembalik saj merek ke negar asalny gak usah pak tap,2
pusing urusan antar negara apalh itu kayaky kurang menguntungkn d sisi lain ndk usah lkutjk apaan itukalau kayak ginik urusany kn jadi payah pernah ndk sih kepikir kalsu negara lain nolak pasti sbb buruknnt bikin masalah kayaky negara yg ndk berpihk kpd kita mau myudutkn merugikn negara kita,"['pus', 'urus', 'ant', 'negar', 'apalh', 'itu', 'kayaky', 'kurang', 'menguntungkn', 'sis', 'lain', 'ndk', 'usah', 'lkutjk', 'apa', 'itukalau', 'kayak', 'ginik', 'urusany', 'kn', 'jad', 'payah', 'pernah', 'ndk', 'sih', 'kepikir', 'kalsu', 'negar', 'lain', 'nolak', 'past', 'sbb', 'buruknnt', 'bikin', 'masalah', 'kayaky', 'negar', 'yg', 'ndk', 'berpihk', 'kpd', 'kit', 'mau', 'myudutkn', 'merugikn', 'negar', 'kit']",pus urus ant negar apalh itu kayaky kurang menguntungkn sis lain ndk usah lkutjk apa itukalau kayak ginik urusany kn jad payah pernah ndk sih kepikir kalsu negar lain nolak past sbb buruknnt bikin masalah kayaky negar yg ndk berpihk kpd kit mau myudutkn merugikn negar kit,2
usir rohingya iom unhcr anjing itu,"['usir', 'rohingy', 'iom', 'unhcr', 'and', 'itu']",usir rohingy iom unhcr and itu,2
gak ada kata sebenarnya indonesia memang berhak mengusir mereka,"['gak', 'ad', 'kat', 'sebenarny', 'indones', 'memang', 'berhak', 'mengusir', 'merek']",gak ad kat sebenarny indones memang berhak mengusir merek,2
pemerintah yg tegasrakyakmu jelas s jls menolak rohinhya dibumi,"['pemerintah', 'yg', 'tegasrakyakmu', 'jela', 'jls', 'menolak', 'rohinhy', 'dibum']",pemerintah yg tegasrakyakmu jela jls menolak rohinhy dibum,2
usir terus aja paktunggu apa lg,"['usir', 'ter', 'aj', 'paktunggu', 'ap', 'lg']",usir ter aj paktunggu ap lg,2
kurang tegas pemerintah usir rohingiya apa perlu demo besaran,"['kurang', 'tega', 'pemerintah', 'usir', 'rohingiy', 'ap', 'perlu', 'demo', 'bes']",kurang tega pemerintah usir rohingiy ap perlu demo bes,2
walaupun banglades negara yg miskin tapi menerima hampir sejuta pengungsi rohingya lho apa aceh mau ikuti langkah banglades,"['walaupun', 'banglad', 'negar', 'yg', 'miskin', 'tap', 'menerim', 'hampir', 'sejut', 'pengungs', 'rohingy', 'lho', 'ap', 'aceh', 'mau', 'ikut', 'langkah', 'banglad']",walaupun banglad negar yg miskin tap menerim hampir sejut pengungs rohingy lho ap aceh mau ikut langkah banglad,2
klau indonesia berhak menolakmengusir kenapa tni al atau menhan ngak ada gerakan nyatanya padahal mereka garda terdepan utk maritim kita,"['klau', 'indones', 'berhak', 'menolakmengusir', 'kenap', 'tni', 'al', 'atau', 'menh', 'ngak', 'ad', 'gerak', 'nyatany', 'padah', 'merek', 'gard', 'terdep', 'utk', 'maritim', 'kit']",klau indones berhak menolakmengusir kenap tni al atau menh ngak ad gerak nyatany padah merek gard terdep utk maritim kit,2
gak ada tapian pak mahfud segera pulangkan ke banglades sebelum menimbulkan masalah yg lebih besar di kemudian hari,"['gak', 'ad', 'tap', 'pak', 'mahfud', 'seger', 'pulangk', 'ke', 'banglad', 'sebel', 'menimbulk', 'masalah', 'yg', 'lebih', 'bes', 'di', 'kemud', 'har']",gak ad tap pak mahfud seger pulangk ke banglad sebel menimbulk masalah yg lebih bes di kemud har,2
memberi keputusan itu yg tegas pak jangan ragu,"['member', 'keputus', 'itu', 'yg', 'tega', 'pak', 'jang', 'ragu']",member keputus itu yg tega pak jang ragu,2
usir dari negeri kami gk perlu pake alasan kemanusiaan,"['usir', 'dar', 'neger', 'kam', 'gk', 'perlu', 'pak', 'alas', 'kemanusia']",usir dar neger kam gk perlu pak alas kemanusia,3
jgn diusir pak mahfud nti akan demo bela rohingya partai pks fpo hti thn yg menolak rohingya bukan islam pki nti diblng pki lagi kemunafiqun konoha jualan agama orasi masa gunakan kitab suci sbut pki nti pada diam lah ko pada diam skrg kadrun konoha kmna ini partai pks fpi tlong bntu y,"['jgn', 'diusir', 'pak', 'mahfud', 'nti', 'ak', 'demo', 'bel', 'rohingy', 'parta', 'pks', 'fpo', 'hti', 'thn', 'yg', 'menolak', 'rohingy', 'buk', 'islam', 'pki', 'nti', 'diblng', 'pki', 'lag', 'kemunafiqun', 'konoh', 'jual', 'agam', 'oras', 'mas', 'gunak', 'kitab', 'suc', 'sbut', 'pki', 'nti', 'pad', 'diam', 'lah', 'ko', 'pad', 'diam', 'skrg', 'kadrun', 'konoh', 'kmna', 'in', 'parta', 'pks', 'fpi', 'tlong', 'bntu']",jgn diusir pak mahfud nti ak demo bel rohingy parta pks fpo hti thn yg menolak rohingy buk islam pki nti diblng pki lag kemunafiqun konoh jual agam oras mas gunak kitab suc sbut pki nti pad diam lah ko pad diam skrg kadrun konoh kmna in parta pks fpi tlong bntu,2
usir jgn ada kttp nenek moyang kita susah payah mengusir penjajah dah amanseenak dengkulmu orang rohingya mau tinggal di indonesia orang pinggiran d indonesia byk d mn ada dia membutuhkan bantuan dr pemrintah setempat dia hya mkn nasi tiwulnasi aking orang rohingya di semarang dapat bantuan perbulan rb dan tempat tggal layak huni,"['usir', 'jgn', 'ad', 'kttp', 'nenek', 'moyang', 'kit', 'susah', 'payah', 'mengusir', 'penjajah', 'dah', 'amanseenak', 'dengkulmu', 'orang', 'rohingy', 'mau', 'ting', 'di', 'indones', 'orang', 'pinggir', 'indones', 'byk', 'mn', 'ad', 'dia', 'membutuhk', 'bantu', 'dr', 'pemrintah', 'setemp', 'dia', 'hya', 'mkn', 'nas', 'tiwulnas', 'ak', 'orang', 'rohingy', 'di', 'semarang', 'dap', 'bantu', 'perb', 'rb', 'dan', 'temp', 'tggal', 'layak', 'hun']",usir jgn ad kttp nenek moyang kit susah payah mengusir penjajah dah amanseenak dengkulmu orang rohingy mau ting di indones orang pinggir indones byk mn ad dia membutuhk bantu dr pemrintah setemp dia hya mkn nas tiwulnas ak orang rohingy di semarang dap bantu perb rb dan temp tggal layak hun,3
ya secepatnya sebelum nasi me jadi bubur,"['ya', 'secepatny', 'sebel', 'nas', 'jad', 'bub']",ya secepatny sebel nas jad bub,2
yg penting jgn lama² disini makin hari makin nambah aja jumlahnya kasihan warga setempat,"['yg', 'pent', 'jgn', 'lama²', 'disin', 'makin', 'har', 'makin', 'nambah', 'aj', 'jumlahny', 'kasih', 'warg', 'setemp']",yg pent jgn lama² disin makin har makin nambah aj jumlahny kasih warg setemp,2
banyak bertele tele wahai pemerintah lemah dengarkan rakyat yang punya insting tinggi terhadap keamanan negara ini bahwasannya rohingnya akan menjadi sumber malapetaka buat kehidupan bernegara mereka ingin hidup menetap di indonesia dengan membawa gen attitude yang jelek jumlah mereka yang jutaan dinegerinya bisa mereka masuk ke indonesia dan menjadi sulit untuk mengatasinya adanya gesekan antara rakyat pribumi sudah dipastikan ada tentunya kita akan sibuk mengurusi rohingnya yang tidak punya nilai apapun untuk negara cepatlah wahai pemerintah pulangkan orang rohingnya ke negerinya gaduh terus negara ini atas kedatangan mereka orang rohingnya,"['banyak', 'bertel', 'tel', 'waha', 'pemerintah', 'lemah', 'dengark', 'raky', 'yang', 'puny', 'inst', 'tingg', 'terhadap', 'keam', 'negar', 'in', 'bahwasanny', 'rohingny', 'ak', 'menjad', 'sumb', 'malapetak', 'buat', 'kehidup', 'bernegar', 'merek', 'ingin', 'hidup', 'menetap', 'di', 'indones', 'deng', 'membaw', 'gen', 'attitud', 'yang', 'jelek', 'jumlah', 'merek', 'yang', 'juta', 'dinegeriny', 'bis', 'merek', 'masuk', 'ke', 'indones', 'dan', 'menjad', 'sulit', 'untuk', 'mengatasiny', 'adany', 'gesek', 'antar', 'raky', 'pribum', 'sudah', 'dipastik', 'ad', 'tentuny', 'kit', 'ak', 'sibuk', 'mengurus', 'rohingny', 'yang', 'tidak', 'puny', 'nila', 'apapun', 'untuk', 'negar', 'cepatlah', 'waha', 'pemerintah', 'pulangk', 'orang', 'rohingny', 'ke', 'negeriny', 'gaduh', 'ter', 'negar', 'in', 'ata', 'kedatang', 'merek', 'orang', 'rohingny']",banyak bertel tel waha pemerintah lemah dengark raky yang puny inst tingg terhadap keam negar in bahwasanny rohingny ak menjad sumb malapetak buat kehidup bernegar merek ingin hidup menetap di indones deng membaw gen attitud yang jelek jumlah merek yang juta dinegeriny bis merek masuk ke indones dan menjad sulit untuk mengatasiny adany gesek antar raky pribum sudah dipastik ad tentuny kit ak sibuk mengurus rohingny yang tidak puny nila apapun untuk negar cepatlah waha pemerintah pulangk orang rohingny ke negeriny gaduh ter negar in ata kedatang merek orang rohingny,2
harusnya seluruh anggota unhcr tau penyataan pak mahfud md ini yg menyatakan indonesia berhak mengusir warga rohingya yg dg gelap mengungsi ke indonesia,"['harusny', 'seluruh', 'anggot', 'unhcr', 'tau', 'penyata', 'pak', 'mahfud', 'md', 'in', 'yg', 'menyatak', 'indones', 'berhak', 'mengusir', 'warg', 'rohingy', 'yg', 'dg', 'gelap', 'mengungs', 'ke', 'indones']",harusny seluruh anggot unhcr tau penyata pak mahfud md in yg menyatak indones berhak mengusir warg rohingy yg dg gelap mengungs ke indones,2
sabang tempat wisata di aceh yg banyak di kunjungi turis manca negara kalau ada imigran gelap rohingiya m rusak tatanan wisata yg sudah lama di kelola masyarakat sabang,"['sabang', 'temp', 'wisat', 'di', 'aceh', 'yg', 'banyak', 'di', 'kunjung', 'tur', 'manc', 'negar', 'kalau', 'ad', 'imigr', 'gelap', 'rohingiy', 'rusak', 'tat', 'wisat', 'yg', 'sudah', 'lam', 'di', 'kelol', 'masyarak', 'sabang']",sabang temp wisat di aceh yg banyak di kunjung tur manc negar kalau ad imigr gelap rohingiy rusak tat wisat yg sudah lam di kelol masyarak sabang,2
hahaha kemanusiaan katanya tuna wisma dan pengangguran diindonesia gimana pak emang mereka bukan manusia ya,"['hahah', 'kemanusia', 'katany', 'tun', 'wism', 'dan', 'pengang', 'diindones', 'giman', 'pak', 'emang', 'merek', 'buk', 'manus', 'ya']",hahah kemanusia katany tun wism dan pengang diindones giman pak emang merek buk manus ya,2
klo indonesia berhak usir usir saja pendatang klo baik pasti diterima klo sshditolakdimana² berarti ndak baik,"['klo', 'indones', 'berhak', 'usir', 'usir', 'saj', 'pendatang', 'klo', 'baik', 'past', 'diterim', 'klo', 'sshditolakdimana²', 'berart', 'ndak', 'baik']",klo indones berhak usir usir saj pendatang klo baik past diterim klo sshditolakdimana² berart ndak baik,2
yes indonesia berhak mengusir keras jgn menyusahkan warga stop rohinya biar warga hidup bersama warga indonesia sendiri,"['ye', 'indones', 'berhak', 'mengusir', 'kera', 'jgn', 'menyusahk', 'warg', 'stop', 'rohiny', 'biar', 'warg', 'hidup', 'bersam', 'warg', 'indones', 'sendir']",ye indones berhak mengusir kera jgn menyusahk warg stop rohiny biar warg hidup bersam warg indones sendir,2
usir halau saja orang rohinya kerana terlalu ramai rohingya akan timnul masaalah belakan hari,"['usir', 'halau', 'saj', 'orang', 'rohiny', 'keran', 'terlalu', 'rama', 'rohingy', 'ak', 'timn', 'masaalah', 'belak', 'har']",usir halau saj orang rohiny keran terlalu rama rohingy ak timn masaalah belak har,2
usir ajalah pk jangan pakai tapi,"['usir', 'ajalah', 'pk', 'jang', 'paka', 'tap']",usir ajalah pk jang paka tap,2
pak kita bukan cuman bisa saja menolak rohingya masuk indonesia kita berhak menolak orang rohingya masuk ke indonesia kita jangan mikir ham orang luar rakyat kita juga punya hak dan ham untuk hidup lebih layak ditanah air kita sendiri masa orang luar kita jaga ham nya ham rakyat sendiri diabaikan makin banyak datang nya orang rohingya buat beban negara kita kehabisan dana buat orang yang gak jelas ini rakyat jadi pengemis dan jadi gelandangan pengutip sampah dipembuangan sampah tidur dikolong jambatan rakyat kita masih miskin bangat tegas kembalikan jangan kasih waktu lama di indonesia nanti susah untuk dipulangkan mereka akan merontak dan melawan,"['pak', 'kit', 'buk', 'cum', 'bis', 'saj', 'menolak', 'rohingy', 'masuk', 'indones', 'kit', 'berhak', 'menolak', 'orang', 'rohingy', 'masuk', 'ke', 'indones', 'kit', 'jang', 'mikir', 'ham', 'orang', 'luar', 'raky', 'kit', 'jug', 'puny', 'hak', 'dan', 'ham', 'untuk', 'hidup', 'lebih', 'layak', 'ditanah', 'air', 'kit', 'sendir', 'mas', 'orang', 'luar', 'kit', 'jag', 'ham', 'nya', 'ham', 'raky', 'sendir', 'diabaik', 'makin', 'banyak', 'datang', 'nya', 'orang', 'rohingy', 'buat', 'beb', 'negar', 'kit', 'kehab', 'dan', 'buat', 'orang', 'yang', 'gak', 'jela', 'in', 'raky', 'jad', 'pengem', 'dan', 'jad', 'gelandang', 'pengutip', 'sampah', 'dipembuang', 'sampah', 'tid', 'dikolong', 'jamb', 'raky', 'kit', 'masih', 'miskin', 'bang', 'tega', 'kembalik', 'jang', 'kasih', 'waktu', 'lam', 'di', 'indones', 'nant', 'susah', 'untuk', 'dipulangk', 'merek', 'ak', 'merontak', 'dan', 'melaw']",pak kit buk cum bis saj menolak rohingy masuk indones kit berhak menolak orang rohingy masuk ke indones kit jang mikir ham orang luar raky kit jug puny hak dan ham untuk hidup lebih layak ditanah air kit sendir mas orang luar kit jag ham nya ham raky sendir diabaik makin banyak datang nya orang rohingy buat beb negar kit kehab dan buat orang yang gak jela in raky jad pengem dan jad gelandang pengutip sampah dipembuang sampah tid dikolong jamb raky kit masih miskin bang tega kembalik jang kasih waktu lam di indones nant susah untuk dipulangk merek ak merontak dan melaw,2
yang dikatakan mahfud hanya yang benar dandapat dipercaya,"['yang', 'dikatak', 'mahfud', 'hany', 'yang', 'ben', 'dandap', 'dipercay']",yang dikatak mahfud hany yang ben dandap dipercay,2
kasihan pengungsi rohingya yg diusir paksa pada hal seluruhnya umat islam yg taat harusnya mui membantu donasi buat mereka jgn karna miskin lalu diusir paksa,"['kasih', 'pengungs', 'rohingy', 'yg', 'diusir', 'paks', 'pad', 'hal', 'seluruhny', 'um', 'islam', 'yg', 'taat', 'harusny', 'mui', 'membantu', 'donas', 'buat', 'merek', 'jgn', 'karn', 'miskin', 'lalu', 'diusir', 'paks']",kasih pengungs rohingy yg diusir paks pad hal seluruhny um islam yg taat harusny mui membantu donas buat merek jgn karn miskin lalu diusir paks,3
