text,cluster
awalnya pura pura jadi pengungsi nanti ujung ujungnya ngejajah,1
bapak mentri dan presiden belum konfirmasi,1
pertahanan indonesia lemahtidak guna,0
saya curiga rohingya ini sebener nya yajuj majuj soal nya dia beranak trs dan gx punya negara,1
korang hantar ja puakpuak rohingya ni dekat pulau komodo tu biar dorang tahu ertipenyesalan,1
keturunan indo nanti jadi blasteran warga indo asli akan punah,1
rohingnya mukateroris,1
pulangkan lagi,1
ini bukan kasus perdagangan manusia tapi perdagangan negara indonesia ke pihak rohingya dan unhcr,0
untuk masyarakat indonesia janga banyak komentar lagi kalian karena negara indonesia sudah dijual oleh pemerintah nya sendiri sehingga petugas penjaga laut membiarkan begitu saja warga rohingya masuk ke aceh,0
bahasa indonesia fasih banget dah,1
yang anehnya kok bisa lolos semua,1
gebukin aja sampai teler,1
apa kerja pemerintah kita woy minimal klo mao makan gaji buta ya jgn ambil sogokanlah yah pemerintah skrg tidk efektif,1
sopir kapalnya tangkaplahmasa berkali kapal datang ngga ada yg ditangkap sopir kapalnya,1
tolakkkkkk pak menhan help us bapak yg mmg ingin menjaga nkri dan sayabg rakyat tolong deportasi imigran ilegal rohingya ini sangat meresahkn 😢,1
gak usahbpercara insitutnya jelek indonesia g usah nerima rohiyabiar rak yat g masalah g nerima trassit jd masalah tu laut aceh emang g ada yg patroli d usir biar g bikin masalah bener aceh tolak aja,0
bahaya ini wajib di pulangkan,1
di aceh gak ada tni al kah brgak ada coast guard kah brgini amat negara konoha,1
tukan kalo g tegas pada dateng lg ke naapa g ada patroli mentri laut ke mana tidak tegas g usah d tapung kalou d pada datang lg tegas mentri laut kemana pak,1
bubarin aja itu badan naungan pelajaran baris berbaris bikin kacau negara lain aja,1
saya menduga knp mereka ke indonesia patut didugapemerintah myanmar kesal dg pemerintah indonesia yg dianggap campur tangan dlm konflik internal myanmar dn mrk kemudian mengarahkan pengungsi rohingya memasuki indonesia spy indonesia merasakan susahnya berurusan dg org rohingya 😊 hanya dugaan,0
relokasinya ke tengah laut dong,1
presiden mlempem sibuk membuat dinasti 😂😂😂,1
kok diam aja penjaga pantai gak segalak susi puji astutik,1
apa sebap imigran gelp leluasa masuk ke indonesiausir dari negeri ini jangan ada sstupun yg tertingglhadsng perairan indonesiakalau pemeritah tk msmpu usir imigran glp gerekkan rak yatmu tuk jaga nkrilepas seragamu,1
inggris unhcr amp bangladesh harus tanggung jawab,1
indonesia g belajar dari palestin yahudi dari eropa menggungsi ke palestin akhir na malah merampas tanah palestin apa pemerintah g bljr dari sejarah,1
usir lah anjing,1
rohingya jangan kasih ampunusirquotwarga rohingya dari bumi acehkalok di biyarkan ini nanti akan sangat merugikan dg kita sendiridox ku semoga warga aceh ttb kompak dg satu kata menolak keras dg orang rohingya,0
makan berak tidur babi,1
intinya jangan sok jadi pahlawanrakyat sendiri saja masih banyak yang susah,1
suruh orang unhcr tampungkasih makan semuakami dukung rakyat aceh tolak rohingnya,0
buat seperatis aja brintuk bngkitan gam,1
usir rohingnya kepegununan gintung,1
pbb kmn yaalloh peranya utk bangsa,1
inggris asu celeng abadzan di jhnnm kamu inggris,1
demi uang para agen tak bertanggung jawab arahkan atau buang pengungsi gelap ke indonesia,0
ngapain di trima mereka punya paspor aja ga udh gitu banyk beet lagi yg datang apan si lo rohingnya usir ajaa daripada merugikan keamanan negara,1
maaf rohingya bahkan di bangladesh aja bikin kekacauan bahkan sekarang mereka menumpuk disana,1
karena dulu aceh yang paling depan membela rohingya yg diusir myanmar,0
arep ngungsi opo njajah kui,1
usir rohingya,0
ini perlu di musyawarahkan oleh mui,1
sudahlah buruk wajah buruk perangai pula,1
udah pulangkan aja kenegaranya,1
bnyk muslim di myanmar hidup dgn aman hanya etnis rohingya yg begini,0
aneh orang indonesia lebih suka saudara seimanya di bantai oleh orang budha miris,1
sejujurnya saya tidak suka penduduk rohingnya yang jahat dia kan banyak belum tentu dia semua berniat jahat seperti kita menerima etnis tionghoa ke dalam negri belum tentu kan mereka semua baik apa kita mandang fisik aja ya😂,1
enak benar kalau mau nya menjadi wni pahlawan kita menangis melihat ini mereka berjuang merebut kemerdekaan eh giliran negara orang lain gagal mensejahterakan rakyatnya rakyat nya seenak nya mengungsi dalam jumlah masif kesini jelas ini rohingya asal nya dari bangladesh kembali lah ke bangladesh jangan seenaknya ngungsi ke negara orang pilih pemimpin yang memikirkan nasib rakyat nya,0
bangsa penakut,1
jedatangan pengungsi sebwnarnya bukan kemauan mereka tapi itu atas permintaan anis dkk agar bisa menguasai indonesia jadi kalau mau usir yg paling pertama di usir adalah anis b dkknya maka dgn sendirinya anis akanpulang kembali kw negara asalnya yairu yaman,1
sdh miskin jelek lagi menganut agama lain setidaknya menang lah dlm satu kelebihan cba menganut agama islam adalah bela kasihan nya tuhan melihat mu,1
saya warga jawa timur menghimbau kepada t n i angkatan laut untuk menjaga wilayah laut di seluruh wilayah indonesia supaya pengungsi rohingnya tidak mudah masuk ke wilayah indonesia nkri harga mati,0
suruh ngungsi ke jawa biar jadi tumbal dukun dan santet,1
klen itu kalau di kasi makan jangan banyak komplin ya monyet klen dikasi makan klen bilang dikit la apalah dikasi pasilitas mala kalian hancurin sial x ngurus klen itu brbrmana mungkin indo mau trima klen ini,1
memang cocok itu lebih cocok lagi lempar ke laut aja tenggelam kan,1
pengungsi rohingiyahbsebenarnya sudah cukup lama ada di aceh di mulai thn mungkin sudah mencapai puluhan ribu sebagian ada di sumatra utara di per kebunan sawit bahkan sudah ada yg kabur masuk kota medan rohingiyah masuk karena mau menolong sesama muslim yg ahirnya orang tidak begitu berani membicarakan ini tapi sekarang karena sudah aceh sendiri yg sudah menolak ten tu dari suku lain pun sudah pasti menolaknya,0
yaallh kasian juga denger berita dmna mna d tolak mereka semga semua nya baik yaallh dan jauhkan negaraku indonesia dri orang jahat,1
suruh anis nampungbiar nambah suara nya😅biasanya anis prncinttaan sok bela,1
jjur dulu kasian liat mereka tp setelah tau karakter asli mereka sebaiknya indonesia jgn punya pemikiran ngasih mereka tempat tinggal’ usir segera,1
jangan kasih masuk mantap masyarakat aceh,1
kalau saya pribadi antara kasihan dan sebel sih sebel krn maaf mereka kurang beradab tapi kasihan juga mereka berpindah kesana kemari dengan perahu terbuka seperti itu pasti dingin 😢brkenapa mereka nggak nyari pulau tak berpenghuni aja ya trus bikin peradaban sendiri di pulau tsb membentuk sebuah masyarakat sendiri,1
kok gada yg ke singapore ya,1
ini yg ada di kolom komentar smua manusia munafik dan sdm rendah dulu pada kepo belain rohingya karena sama islam sekarang malah nolak rohingya wkwkwk bener manusia munafik tolol sdm rendah😂😂😂,1
yg jelas usir,0
nah tuh sejarahnya jangan smpai deh indonesia menampung etnis rohingya ini😢,0
usirrr gawat itu,1
klo orang baik tentu bakal rukun nahkenapa dia diusir tentu ada sesuatu yg jelek,1
provinsi aceh merupakan salahsatu provinsi termiskin dibebani pendatang,1
usir,1
alasanya karna anis baswedan mau mencalonkan diri menjadi presidensebab hanya anis baswedan yg mau nyambut dam membantu kaum rohigyadan tujuan ke indonsia mereka ikut mendoakan anis supaya jadi presiden,1
kasian mäsa alloh,1
ayo masyarakat indonesia satu komando kita usir mereka keluar dari indonesia atau pemerintahan indonesia harus pulangkan mereka ke daerah asalnya,0
jangan di ksi tinggal di indonesia tw di aceh sama kyk israil menurut sejrah dia numpang di palestina prnh jg mnta tggl di indonesia tp tk di ksih dn skrang skrg sdh jd negara israel dn dia brbalik mengku paleestina milik nya hati saudraq org aceh,1
tolong buat pemerintah indonesia jangan diterima pengungsi rohingya di negara kita masyarakat kita lebih penting diurus ketimbang mereka aku takut nanti semakin banyak jumlah mereka semakin merajai dan menguasai ido nesia tolong dilaksanakan jangan sampai negara kita hancur karena org lain tolong lah,0
ini bukan pengungsitapi mereka para rohingnya adalah imigran gelap dan harus di segera di usir dari bumi indonesia bila perlu di bantai saja semua rohingnya yangada di indonesia biar seperti di miyanmar biar kapok tidak kembali lagi ke indonesia,0
tolak aja baru aja udh gk sopan apa lgi udh lama,1
modus baru itu mereka itu bukan ter umbang abing dilaut tapi mereka sengaja ke pulau aceh karena ditarik but besar dan dilepaskan dipesisir laut aceh hatihati warga aceh,1
bukanya meramal dan sok tau tapi kelak ini akan jadi masalah baru untuk warga aceh,1
merrka diusir karna mereka gak mau disiplin dan klakuannya seperti binatang,1
busir rohingya mereka imigran gelapb,1
jangandi jadikanalasan sesama muslimapaseharuskalausesmamuslim terusdi datangkan ke indonesia kanmasih banyaknegara negara muslim yang a hrefhttplainaqlainaqa nganjuk jawa timur ikut mendukung untuk menolak pengungsi rouhingniya,0
yue jak pab asee ju keudeh makhluk biadab bangladehhana urat iman walo islam,1
kalo bisa di usir aja jangan nanti mereka ingin berkuasa di negeri kita,1
kumpulkan lalu bakar😊,1
sebab indonesia terlalu welcome dan baik negara yang berpikiran maju bakal menolak orang orang yang masuk negaranya tanpa paspor dan visa,0
siapquot indonesia di injakquot olh etnis inikarena pringai mereka ini tdk mungkin bisa berubahsehingga apa yg menjadi penyebap kebencian warga mianmarpasti akan terbawah disini,1
merepotkan saja,1
usir dari indonesia 🇮🇩 itu orang bangladesh rohingnya pengkhianat di yanmar,0
enak dadi wong rohingya wes gak kerjo mek mangan turu tok terus yo sek kurang terimo ae terus jalukmu iku opo seh ya rohingya,1
yg dulu koar save rohingnya adl eks belanda ini rohingnya eks inggris apa bukan kebetulan saat ini seluruh negara persemakmuran inggris yg ada disekitar indonesia serentak dan kompak boleh menolak pengungsi sdgkan indonesia hukumnya jadi wajib pdhl indonesia bukan termasuk negara penampung pengungsi apa kita tidak terbersit dari gaya bicara si uh seperti orang yg punya kuasa melebihi kuasa para pemimpin kita yg terlihat menurut kasus ini bukan semata kemanusiaan gaesstapi kedaulatan nkri yg sedangkan dimainkan disini 🔥🇮🇩🇮🇩🇮🇩🇮🇩😎👊,0
warga aceh hrs bertindakjgn biarkan mereka menguasai acehini gk visa dibiarkan,1
sebaiknya pemerintah bertindak tegas setelah berbuat baik menampung orang rohingnya karena bisa berbahaya kalau dibiarkan menetap karena jumlah mereka terlalu banyak amp mereka sering membuat ulah harus saya tidak mau terjadi dimasa mendatang keadaan indonesia ribut dengan orang bangladesh rohingya segera dikembalikan kenegaranya,0
hidup mereka susah tapi masih beranak pinak kasian anakmu,1
knp sih gk di usir secara kasar warga kita rempang di usir paksa dgn aparat ini di biarin masuk mana polisi laut cegah di luar sana jgn sampe masuk pulau kan ada patroli laut brklo ibu suzi tenggelamkan aja sebelum tiba di pulau,1
gk maw taw yg jelaa dia itu kasar jelak pura muslim dia banglades usirrr dan tolak maw nagapain dia datang kalakuannya jelek,1
ingin,1
maaf ya bukan urusan kitaaa usirrr benaluuu,1
warga indonesia dikirim ke palestina untuk ikut berperang ini ada orang asing mau ngambil pulau kita malah ditampung libatkan mereka ikut ke palestina sebrntar lagi warga palestina juga ngungsi ke indonesia pulau mana yg dipersiapkan guys,0
beda budaya,1
pengungsi terdampar apaan itu imigran gelap sengaja ingin menetap di indonesia bro tepat beritanya balikan je asalnyajangan mudah di bihongin dgan segala alasan,1
warga rohingya warga yg tidak resmiwarga rohingya adalah warga penyeludup seharusnya di usir dari indonesialagi pula warga rohingya harus nya berjuang di negara nya sendiri untuk mendapatkan tempat tanah kelahiran nya dan untuk mendapat kan hakquothidup yg layak di negaranyaharusnya berjuang hidup dan mati di negaranya sendiri rohingyausir warga rohingya dengan cara paksawarga rohinya penjajah warga rohingya penyeludup,0
aceh jangan sok baik bila gk pingin s dgusur rohinya❤😂😂🎉😢,1
hai saudaraku jangan mau kalian di jajah rohingnya,1
usirlah pak atau engga biar rakyat setempat yg ngusir rakyat sendiri masih banyak yg harus dibantu malah ngurusin pengungsi unhcr itu siapa knp indonesia harus nurut sama bacotnya unhcr,0
knp tidak wanitaquot japan atau korea aja yhlg mengungsi 😂,1
a hrefhttpswwwyoutubecomwatchvyhrbcweamptmsa coblok no amir ridwan ppppkspan 😆🤭,1
ini semua gara gara penjajahan inggris yg bikin onar seluruh dunia,1
kapal mereka dari mana coba kalo ada yang memfasilitasi,1
kalau gitu sama dong dg emigran baalawi mereka antek penjajah,1
usir aja dari negara inibrrakyat di negeri ini banyak yg lebih membutuhkan bantuan dibanding sampahquot ini 🤒,1
kenapa gk ke arab aja,1
usirmereka bukan darah melayu juga bukan berasal dari gajahmada bahaya kalau di diam kanpasti minta jantungminta hati,1
kasih kapal besar suruh ke kutup,1
jangan dikasih rohingya sebelum terlambat suruh pergi aja,1
mau perang mau apapun beranak pinak banyak,1
usir aja,1
yg bertanggung jwb adalah ingris tohh knp indonesia malah sibuk ngurusin rohingnyabrbukannya masyarakat indonesia masih banyak yg terlantarkan dl negri,0
pulangkan ke tempat asal biar sadar diri dimna tempat dipijak klo kelakuan ga tau diri dimna tempat tetap akan bermasalah,1
astagfirullah aziim wa atubu ilaihi,1
kalau bikin kacau di indonesia bunuh aja,1
berllindung di balik pengungsirohingya harus di pulangkan rakyat pribumi masih banyak hidup miskin konon tampong rohingya,1
suruh putar balik lg ke asalnya hai orang aceh hrs bertindak tegas kepihak rohingnya sm pemerintahannya setempat lama itu itu musuh kalian bikin resah warga indonesia,0
ini tanggung jawab pbb harusnya bisa kasih tempat tinggal ke mereka tapi jangan kirim² ke indonesia,0
jadi teringat israel dan palestina,1
bencana baru,1
bentar lagi warga rohingnya minta jatah tanah kayak di malaysia lama lama jadi penjajah😡,1
semoga pemerintah indonesia secepatnya untuk mengusir pengungsi bangladesh sebelum hukum adat berlaku pengungsi bangladesh hanyalah modus untuk menghancurkan bangsa indonesia,0
enak aja mau tinggal indonesia rohingya jijik ku lihat wajahmu enkya di bantai aja lah biar tau rasa,1
maka nya buat pajak tahun negara asing masuk tahun pulang kan,1
sebelum kita suku lain berkelahi nanti lebih baik pulang kan sajakita indonesia punya adat kuat pulang kan saja,1
pasukan berani mati masuk kalian akan merasakan kesedihan semuapulang kan saja dia keras kepala,1
waduh hati hati jadi negara rohingya merdeka alm pak karno menangis liat kondisi indonesia saat ini dijajah rohingya yg berkedok pengungsi aslinya imigran gelap kok lolos sih,0
aduh parah hrsnya pemerintah tegas usir rohing enk bngt d ksh mkn sdngkn orng indo kesusahan aja rakyat ya pmrintah kyk bodo amt,1
ga bakal bisa kalo cm warga stempat brbeda crita kalo sluruh mahasiswa ikut turun ke jalan brayolah mahasiswa bantu usir penjajah 😖,1
ada aja mereka ini,1
jatuhnya penjajah tidak mengerti siapa yang mengantar a hrefhttpkesinikekesinikea indonesia,1
saya sangat setuju kalo rohingya di tempatkan di pulau nusa kambangan,1
usirmendingan warga palestina dari pada si bangla rohingya buluk😂😂😂,1
usir mereka,1
hanya pak anies lah satu nya calon presiden yg peduli dgn nasib para pengungsi rohingnya mereka itu adalah saudara saudara kita yg sedang membutuhkan pertolongan wajib hukumnya bagi kita untuk membantu mereka yang peduli dgn pengungsi rohingya mari kita dukung pak anies,0
suruh aj kejakarta😂 nymn tau rsa ap yg dirasakn masyarakat aceh,1
usir,1
indonesia kok dijajah pengungsi rohiyang knp kok dibiarkan,0
sebelum target terpenuhirohingya akan terus datang untuk melawan sampai tujuan mereka tercapaidan siap mati dari pada pulang itu kata mereka,1
jangan dikasih makansuruh mereka pulang ayo jagaaaadijagaaaadijaga perairanindonesia,1
usirrrrrrrrrrayo serbuuuuuuu,1
benar pesal uu nya lemah indonesia tidak separti nagara asean yg lain,1
iya indonesia terlalu baiksehingga kebaikannya dimanfaatkan entah sadartidaksaya salut dengan orang palestina meski dibom bardir tidak berduyun mengungsi keindonesiasemoga allah selalu melindungi rakyat palestina,1
laut hrus dijaga jam oleh warga ketimbang tni al,1
saya aneh sama tni polri udah tau lagi panas coba taro jam di aceh sana perbatasan tempat perlintasan orang rohingya supaya bisa langsung diusir,1
tni al kenapa tidak menghadang,1
kita itu sebenarnya udah di jajah rohingnya hatiquot th kemudian dia akan kuat dan minta merdeka 😏,1
katannya udah tau news aja bilang kalau itu bukan pengungsi tapi perjualan manusia brbrtapi di caption tetap ngeyel bilang pengungsi,1
rohingya bukan pengungsimereka sengaja di masukkan ke ibdonesia oleh unhcr yg suatu saat nanti akn diperalat untuk nenyerang ibdonesia,1
lagi lagi indonesia kedatangan gembel rohingyasebenarnya pengawasan laut kita seperti apalemah sekali tni al,1
boleh juga anak muda rohinya bisa di ajak gabung sepak bola indonesiasiapa tau bisa memajukan sepak bola indonesia😁,1
pengugsi matamu itu org baglades,1
indonesia surga bg para pengungsi karena tanpa kerja meraka dpt mkan tidur dengn enak,1
kemana keamanan laut indonesia kenapa kapal pengungsi bisa lolos adapa dengan marinir atau polisi laut klu mereka gx menjaga pantaiperbatasan jangan d tolak pengungsi tersebut,0
hello bp panglima tni bp kapolri tolong kapal yg mengangkut rohingya kok tidak di cegat atau ditangkapkapal tsb hanya datang turunkan penumpang langsung kaburkasian rakyat ace sdh sudah tambah susah,1
ini tidak bisa di biarkan mereka buruk di malaysia dan indonesia jangan sampai mengalami seperti malaysia,0
beang keroknya itu dah jelas unhcr harusnya kantornya ditutup,1
ada apa dengan tni al,1
stop gunakan kata pengungsi pada imigran gelap media ta hrefhttpwwwyoutubecomresultssearchqueryllaa hrefhttpwwwyoutubecomresultssearchquerylla,1
knpa banyak orang islam mengemis ke negara kafir brternyata islam lebih kafirrdari pada kafir mengemis itu sd jd bagian dari ajaran muhamat nabi palsu,1
apakah tidak bisa menilai mana pengungsi dn imigran ilegaldn yg saya pertanyakankog bisa polair dn bakamla tidak tau kalo ada kapal yg mau sandar kepantaidn pada kedatangan mereka polair dn bakamla pada kemana,1
kirim aja ke palestina suruh perang aja disana,1
ini sih sudah keterlaluan kalo pemerintah indonesia masih menerima penduduk rohingnya,0
semua media indonesia 🇮🇩 cetekk otaknya tidak bisa bedain pengungsi dan imigran gelap 😎 itu imigran gelap bukan pengungsi dodolll😮 sangat berbahaya bagi bangsa ini kedepannya imigran gelap datang muka melas minta belas kasihan ntar kl sudah kedepannya seperti singa 🦁 contoh nya wilayah palestina di rebut israel biadab memperluas wilayah israel 😎,1
sudah menginjak kan kaki di nkri yaa pasti itu tujuannya brooo😂😂😂😂,1
tindak tegas tai sampek sekarang orangorang rohingya kenapa masih di indonesia pemerintah kebayakan bacottt biasa bohongin rakyat kalau memang mau di tindakan harusnya pengungsi gelap rohingya sudah di pulangkan ke penampungan bangladesh ini malah di tampung pemerintah indonesia gk jelas saya sebagai rakyat indonesia kecewa terhadap sikap pemerintah bubarkan unhcr di indonesia gk ada gunanya bikin resah warga aja,0
di tipu itu mah tangkappelaku nyakita udah di hasut sama mafia perdagangan orang,1
indonesia ini sdh darurat pngsi rohingyah tapi pejabat pocek matanee,1
🙏🙏🙏🙏 demi kemanusiantampunglah mereka di sebuah pulaukan indonesia mempunyai belasan ribu pulau just bagi yg layak huni 🙏🙏,1
mungkin dianggap negara lembek gak berani bertindak,1
laut indonesia gak aman selain gampang di masuki imigran juga sering kecolongan penangkapan ikan kapal asing,1
usir sj tu jgn di bolehkan kenegara kita,1
tembak kapalnya,1
sungguh mereka akan mengambil kesempatan keatas rakyat indonesia mahupun kesempatan atas undang undang indonesia,0
tunggu saja apa yang yang dibawa oleh mereka masalah yang akan di bawa untuk seluruh rakyat indonesia,0
gara gara pks dan capres nya 😂😂😂,1
seluruh masyarakat indonesia menolak pengusir rohinia karena pengusi rohinia tidak punya etika dan malu manusia berhati binatang,0
kan indonesia baik kaya mamur berkemanusiaan makanya terus berdatang pengungsi rakyat sendiri masih banyak yg melarat,0
menjadi tujuan prngungsi rohingya karena ga tegas pemerintah indonesiabrrakayat sendiri ga suka,1
mereka bukan pengungsi status pengungsi mereka yang dikelola pbb ada di bangladesh mereka ini imigran gelap yang ingin menetap di indonesia imigran gelap itu beda dengan pengungsi dul ini pemerintah sampe tv pekok semua,0
rohingya mau menjdikan indonsia spt palstina yg tanahnya dicaplok oleh isral ini semua ulah amerikaagar rohingya bsa mengganggu stabilitas kawasan asia tenggara dan indonesia khususnya,0
bakar saja perahu nya,1
sadar lah pemerintah indonesia mereka itu bandit yang lambat laun bakal melakukan kejahatan d indonesia lihatlah mereka segarvbugar seperti itu tidakmungkin mereka teraniaya d daerah asal mereka,0
😂angkatan laut bubar aja kalo gak mampu cegah rohiya,1
pak jokowi segera deportasi rohiya sat set sat set gitulo rohiya bukan musli karena nggak ngerti berterima kasih,1
ini sih tugas tni al menjaga wilayah perbatasan dan menjaga kesatuan nkribrbrmungkin sementara bisa d pantau lebih ketat di wilayah perbatasan laut kepulauan sumatra amp sekitarny,1
segera usir rohiya mengatasi warga sendiri aja kuwalahan,1
penjajahan model baru,1
ini bukan pengungsi klo ngungsi cuman sebentar ga beratahun smpe kurang ajar ga tau adat istiadat,1
seharus nya d jaga setiap perbatasansuruh balik lagi syp yg nyuruh,1
enak aje sya gk setuju lamapd beranak tambah banyak lg x lipat,1
saya bingung katanya islam tapi dari sekian banyak ribuan yg datang kok gak ada yg bawa quran satupun beda banget sama palestine 😮 ketika lapar membaca quran,1
sekalian pengungsi gaza juga,1
usir pendatang ilegal yg di tunggangi oknum² yg mendatangkan imigran gelap ada keuntungan melimpah di balik iniusir pendatang ilegal segera walau hrs memaksa,1
kami rakyat indonesia berharap untuk kali ini memiliki kementrian kelautan yg tegas supaya kapal kapal asing bisa di tenggelamkan atau di bumi hanguskan supaya tidak ada kejadian seperti ini🙏,1
gawak indonisia mau pemilu sibuk ngurusin manusia perahu,1
benarlah ini masanya,1
pendatang dengan visa wisata tidak kalah banyaknyacuma hanya rohingya yg muncul kepermukaansebaiknya gunakan cara imigrasi jepang yg mengunjungi rumah para orang asing tersebutuntuk di data kelayakan izin tinggalnyakalau di jepang polisi imigrasi terkadang ada di tempat keramaianseperti swalayan dan stasiun kereta apitidak sedikit dari mereka terjaring raziajadi bukan cuma data di kantor yg mereka andalkanmereka lebih akurat,1
kalau tujuan pengungsi bukan sekarang aja dari dulu juga negri ini udah jadi tujuan bangsa bangsa luar apalagi para pengungsi,1
mereka berarti sdh riset dan tahu klo kedepannya indonesia akan menjadi negara yang menjanjikan plus aceh adalah provinsi islam,0
awas penjajah mode baru usir cepat di kongo lagi perang etnis kalau rohingya di terima maka suku dari kongo jga akan menyerbu indonesia apakah kita ikhlas di jajah,1
usir jangan boleh mereka berlabuh,1
horeeehoreee selamat datang selamat datangbrayo datanglahdatanglahbrindonesia baik indonesia pulau nya masih banyaakkk brhuuhuuuhuuu😭😭😭brjuengkelsedihgeram😭😭😭brpiye iki carane ngusir rohgelap,1
jangan sebut pengungsi sebaiknya sebut saja quotpendatang gelapquot,1
maaf tolak pengungsi ini kembalikan ke banglades i,0
tambah bnyak padat penduduk lama jumlah penduduk aceh kalah dengn ronghia ini jdi budaya ronghia suka berkembang biak sembarang tempat mungkin tnpa nikahnti bisa mendirikan negara sendiri klo udah bnyak,1
awas itu a hrefhttppolitikkypolitikkya dulu israel di terima oleh palestina kumel dekil awal datang nyatar klu di terima bahaya ky israel😊,1
ini ulah brengsek inggris dan amerika mereka dengan sengaja telah menggunakan unhcr utk mengerahkan pengungsi datang ke indonesia dg tujuan menghancurkan indonesia jadi unhcr itu telah berubah misinya menjadi agen amerika dan eropa utk menghancurkan indonesia maka tni al harusnya segera bertindak dengan menghadang dan menghalau mereka supaya tidak mendarat di aceh saya heran kemana panglima tni bersembunyi tidakkah kasihan pada rakyat aceh dimana kekuatan tni al kita begiti rapuhnya pertahanan kita hingga dpt dijebol para imigran gelap rohinghya malaysia saja dpt mengantisipasi kapal kecil yg mengangkut tki ilegal dari indonesia dan menghalaunya ini tni al amat bobrok dan lembek dan memalukan mengapa panglima baru tak segera bersikap cuma ongkang kaki saja,0
mau mendarat di perairan indonesia bagian manapun kami warga berhak menolak kalian negara lain jgn cuma nyorot doang tampung kenegara kalian negara kalian kan negara sultan lbh kaya lbh byk lapangan kerja brdan kalian negara sekitar palestina apa yg kalian lakukan untuk palestina,0
ya iyalah jadi tujuan pengungsilautnya gak ada yg jaga,1
angkatan laut ko ga tau ada kapal imigran kalah sama nelayan yabrada kapal imigran dibiarkan sama tni angkatan laut😂,1
ayu rakyat indonesia waktunya bersatu jadi benteng nkri,0
aniirrr hapenya rohingya iphone😢,1
mereka itu pendatang ilegal harusnya pemerintah tegas bukannya malah menampung,1
kalau bayr bearti bukn pengungsiimigran gelap,1
inilah yg akan menghancurkan negara kitakapan akan ditindak lanjut nih tolak bersih merekawalaupun semuslim tapi berbeda perilakunya seperti bukan muslim,1
rohingya macam sapi brrohingya licik mereka mennajah indonesia dg cara tdk berperang mereka membawa anak dan akan beranak pinak d negara inikita tunggu sj kekacauan indonesia spt yg d alami malaysia,0
penjagaan ketat maritim indonesia paling mendunianyatanya wkwkw,1
indonesia kurang tegas,0
seribu terima kasih kepada semua kerajaan kerajaan di taniah raja jaya taniah penuh kedamaian sambutan penuh hangat brtogether we strong brather jaya lah saya kerajaan selamanya aku cinta anda selamanya👰 ❤🇬🇧🇲🇾🇮🇩🇮🇱,1
seharusnya pemerintah tegas tolak mereka usir lagi donktar lama kelamaan takut mereka jadi pencuri ato perampok di wilayah sekitarlagian kalo mau bantu masih banyak rakyat indonesia yang butuh bantuan masih banyak anakquotyatim dipanti yg gak cukup makan,0
membawa penyakitwabah orang nya jorok hindi sebangsanya itu sangat jorok😢😢,1
pemerintah kurang tegaskenapa di ijinin 😢,1
balikan ke negaranyajgn kasih temppat fi ri,1
apa laut kita gak dijaga tni al kok bisa masuk tanpa ketauantingkatkan patroli halau ditengah laut,1
aceh nggk ada patroli angkatan laut ya,1
tlonglah menteri pertahanan indonesia pa kerjamu pa tanggung jwbmutni polri mana tanggung jwbmu jaga kedaualatan indonesia mengapa mereka begitu mudah masuk indonesia,0
yang saya dengar indonesia tdk menandatangani unhcr utk menampung pengungsi jd indonesia berhak menolak dan bhkan tdk mempunyai kewajiban utk menampung pengungsi rohingya pemerintah harus tegas soal ini tolak mereka tolak unhcrklo tdk lebih baik warga turun lngsung tolak mereka sebelum smua trlnjur kacaujngn sampai kedaulatan indonesia terancam karena kelambatan penanganan dan mnjdi kterlanjuran karena takutnya ada agenda dbalik ini pasal saya dengar mngpa da agen yg mnjembatani merekasaya sngat brharap angkatan laut garcep hadang mereka lakukan patroli usahakan jngn smpai mereka turun dtanah indonesia karena jk sdah trlnjur dan smakin bnyak penanganannnya akan lebih sulit saya harap pemerintah mendengar jeritan kekhawatiran rakyat indonesia,0
tolak rohingnya demi anak cucu dan negara di masa depan,0
ronghiyang bukan pengungsi tapi penjajah negara negara lain usir saja pemerintah indonesia harus tegas jangan sampai seperti malaysia orang ini kurang ajar tak tau diri di indonesia ini masih banyak yg susah menderita kekurangan warganya kenapa harus memikirkan menampung ronghiyang di sini masih banyak yg tak punya tempat tinggal terlantar di jalanan pemerintah belum bisa mengatur warga sendiri kenapa memberikan tempat untuk ronghiyang yg belum jelas apakah datang nya berniat baik atau tidak jangan sampai nasi sudah menjadi buburitu yg kami ingat kan sebelumnya harus waspada,0
calon penjajah ini hati hati,1
mereka bertujuan ke indonesia karena makanannya enak enak😁,0
dipulang aja itu,1
wahai pak prabowo bagaimana ini,1
usir saja unhcr diusir juga biang keladi semua afa udangdibalik batu,1
kasian sodarahku dia kan orang muslim anggaplah dia sodarahmu bawalah dia di kluargamu berbagi rasa berbagi knikmatan hanya orang aceh yang berbaik hati sama eknis muslim dunia,1
bubarkan saja negara indonesia ini brgak ada gunanya ada negara,0
la kok enak pengungsi sebanyak itu apa gak pakai biaya hidup warga indonesia sendiri masih banyak yang miskin,0
usir aja para pengungsi itu,1
🙄 apa gunanya para aparat kelautan sehingga bisa lolos 😡,1
waduh kayak yahudi yahhhh,1
waduh koq diterima sih,1
