text,tokenized,tokenized_str,cluster
seharusnya pemerintah tegas tolak mereka usir lagi donktar lama kelamaan takut mereka jadi pencuri ato perampok di wilayah sekitarlagian kalo mau bantu masih banyak rakyat indonesia yang butuh bantuan masih banyak anakyatim dipanti yg gak cukup makan,"['pemerintah', 'tolak', 'usir', 'donktar', 'takut', 'pencuri', 'ato', 'perampok', 'wilayah', 'sekitarlagian', 'kalo', 'bantu', 'rakyat', 'butuh', 'bantuan', 'anakyatim', 'dipanti', 'makan']",pemerintah tolak usir donktar takut pencuri ato perampok wilayah sekitarlagian kalo bantu rakyat butuh bantuan anakyatim dipanti makan,1
membawa penyakitwabah orang nya jorok hindi sebangsanya itu sangat jorok,"['membawa', 'penyakitwabah', 'jorok', 'hindi', 'sebangsanya', 'jorok']",membawa penyakitwabah jorok hindi sebangsanya jorok,5
pemerintah kurang tegaskenapa di ijinin,"['pemerintah', 'tegaskenapa', 'ijinin']",pemerintah tegaskenapa ijinin,5
balikan ke negaranyajgn kasih temppat fi ri,"['balikan', 'negaranyajgn', 'kasih', 'temppat', 'fi', 'ri']",balikan negaranyajgn kasih temppat fi ri,1
apa laut kita gak dijaga tni al kok bisa masuk tanpa ketauantingkatkan patroli halau ditengah laut,"['laut', 'dijaga', 'tni', 'al', 'masuk', 'ketauantingkatkan', 'patroli', 'halau', 'ditengah', 'laut']",laut dijaga tni al masuk ketauantingkatkan patroli halau ditengah laut,4
aceh nggk ada patroli angkatan laut ya,"['aceh', 'nggk', 'patroli', 'angkatan', 'laut']",aceh nggk patroli angkatan laut,2
tlonglah menteri pertahanan indonesia pa kerjamu pa tanggung jwbmutni polri mana tanggung jwbmu jaga kedaualatan indonesia mengapa mereka begitu mudah masuk indonesia,"['tlonglah', 'menteri', 'pertahanan', 'pa', 'kerjamu', 'pa', 'tanggung', 'jwbmutni', 'polri', 'tanggung', 'jwbmu', 'jaga', 'kedaualatan', 'mudah', 'masuk']",tlonglah menteri pertahanan pa kerjamu pa tanggung jwbmutni polri tanggung jwbmu jaga kedaualatan mudah masuk,2
yang saya dengar indonesia tdk menandatangani unhcr utk menampung pengungsi jd indonesia berhak menolak dan bhkan tdk mempunyai kewajiban utk menampung pengungsi rohingya pemerintah harus tegas soal ini tolak mereka tolak unhcrklo tdk lebih baik warga turun lngsung tolak mereka sebelum smua trlnjur kacaujngn sampai kedaulatan indonesia terancam karena kelambatan penanganan dan mnjdi kterlanjuran karena takutnya ada agenda dbalik ini pasal saya dengar mngpa da agen yg mnjembatani merekasaya sngat brharap angkatan laut garcep hadang mereka lakukan patroli usahakan jngn smpai mereka turun dtanah indonesia karena jk sdah trlnjur dan smakin bnyak penanganannnya akan lebih sulit saya harap pemerintah mendengar jeritan kekhawatiran rakyat indonesia,"['dengar', 'menandatangani', 'unhcr', 'menampung', 'pengungsi', 'berhak', 'menolak', 'bhkan', 'kewajiban', 'menampung', 'pengungsi', 'rohingya', 'pemerintah', 'tolak', 'tolak', 'unhcrklo', 'warga', 'turun', 'lngsung', 'tolak', 'smua', 'trlnjur', 'kacaujngn', 'kedaulatan', 'terancam', 'kelambatan', 'penanganan', 'mnjdi', 'kterlanjuran', 'takutnya', 'agenda', 'dbalik', 'pasal', 'dengar', 'mngpa', 'da', 'agen', 'mnjembatani', 'merekasaya', 'sngat', 'brharap', 'angkatan', 'laut', 'garcep', 'hadang', 'lakukan', 'patroli', 'usahakan', 'jngn', 'smpai', 'turun', 'dtanah', 'jk', 'sdah', 'trlnjur', 'smakin', 'bnyak', 'penanganannnya', 'sulit', 'harap', 'pemerintah', 'mendengar', 'jeritan', 'kekhawatiran', 'rakyat']",dengar menandatangani unhcr menampung pengungsi berhak menolak bhkan kewajiban menampung pengungsi rohingya pemerintah tolak tolak unhcrklo warga turun lngsung tolak smua trlnjur kacaujngn kedaulatan terancam kelambatan penanganan mnjdi kterlanjuran takutnya agenda dbalik pasal dengar mngpa da agen mnjembatani merekasaya sngat brharap angkatan laut garcep hadang lakukan patroli usahakan jngn smpai turun dtanah jk sdah trlnjur smakin bnyak penanganannnya sulit harap pemerintah mendengar jeritan kekhawatiran rakyat,1
tolak rohingnya demi anak cucu dan negara di masa depan,"['tolak', 'anak', 'cucu', 'negara']",tolak anak cucu negara,0
ronghiyang bukan pengungsi tapi penjajah negara negara lain usir saja pemerintah indonesia harus tegas jangan sampai seperti malaysia orang ini kurang ajar tak tau diri di indonesia ini masih banyak yg susah menderita kekurangan warganya kenapa harus memikirkan menampung ronghiyang di sini masih banyak yg tak punya tempat tinggal terlantar di jalanan pemerintah belum bisa mengatur warga sendiri kenapa memberikan tempat untuk ronghiyang yg belum jelas apakah datang nya berniat baik atau tidak jangan sampai nasi sudah menjadi buburitu yg kami ingat kan sebelumnya harus waspada,"['ronghiyang', 'pengungsi', 'penjajah', 'negara', 'negara', 'usir', 'pemerintah', 'malaysia', 'ajar', 'tau', 'susah', 'menderita', 'kekurangan', 'warganya', 'memikirkan', 'menampung', 'ronghiyang', 'tinggal', 'terlantar', 'jalanan', 'pemerintah', 'mengatur', 'warga', 'ronghiyang', 'berniat', 'nasi', 'buburitu', 'waspada']",ronghiyang pengungsi penjajah negara negara usir pemerintah malaysia ajar tau susah menderita kekurangan warganya memikirkan menampung ronghiyang tinggal terlantar jalanan pemerintah mengatur warga ronghiyang berniat nasi buburitu waspada,1
calon penjajah ini hati hati,"['calon', 'penjajah', 'hati', 'hati']",calon penjajah hati hati,1
mereka bertujuan ke indonesia karena makanannya enak enak,"['bertujuan', 'makanannya', 'enak', 'enak']",bertujuan makanannya enak enak,0
dipulang aja itu,['dipulang'],dipulang,1
wahai pak prabowo bagaimana ini,['prabowo'],prabowo,2
usir saja unhcr diusir juga biang keladi semua afa udangdibalik batu,"['usir', 'unhcr', 'diusir', 'biang', 'keladi', 'afa', 'udangdibalik', 'batu']",usir unhcr diusir biang keladi afa udangdibalik batu,0
kasian sodarahku dia kan orang muslim anggaplah dia sodarahmu bawalah dia di kluargamu berbagi rasa berbagi knikmatan hanya orang aceh yang berbaik hati sama eknis muslim dunia,"['kasian', 'sodarahku', 'muslim', 'anggaplah', 'sodarahmu', 'bawalah', 'kluargamu', 'berbagi', 'berbagi', 'knikmatan', 'aceh', 'berbaik', 'hati', 'eknis', 'muslim', 'dunia']",kasian sodarahku muslim anggaplah sodarahmu bawalah kluargamu berbagi berbagi knikmatan aceh berbaik hati eknis muslim dunia,3
bubarkan saja negara indonesia ini gak ada gunanya ada negara,"['bubarkan', 'negara', 'gunanya', 'negara']",bubarkan negara gunanya negara,1
la kok enak pengungsi sebanyak itu apa gak pakai biaya hidup warga indonesia sendiri masih banyak yang miskin,"['la', 'enak', 'pengungsi', 'pakai', 'biaya', 'hidup', 'warga', 'miskin']",la enak pengungsi pakai biaya hidup warga miskin,1
usir aja para pengungsi itu,"['usir', 'pengungsi']",usir pengungsi,1
apa gunanya para aparat kelautan sehingga bisa lolos,"['gunanya', 'aparat', 'kelautan', 'lolos']",gunanya aparat kelautan lolos,4
waduh kayak yahudi yahhhh,"['kayak', 'yahudi', 'yahhhh']",kayak yahudi yahhhh,4
waduh koq diterima sih,"['koq', 'diterima']",koq diterima,5
kalau tidak di pulangkankami rakyat sendiri yang akan mengusir mereka agar keluar dari indonesiadimasa depan tidak baik bagi indonesiaini demi kebaikan bangsa indonesiapenyesalan itu datang di akhirakhirmaka dari itu cegah dari sekarangbudaya kita sopan santunmenghormati menghargaicinta damai jangan pula mereka datang buat rusuh di indonesiaberbeda dengan budaya rohingya rohingya tidak punya adab rohingya punya sejarah kelamenak sekali mereka makan gratistempat tinggal gratis pakaian gratiscuma makan tidur makan tidur dan buat anakmereka cepat sekali beranak pinak sedangkan rakyat indonesia sendiri berjuang sendiri banyak yang miskin kekurangan giziterlantar rakyat indonesia kalau mau beli nasi bungkus nasi padang harga harus kerja harianlah mereka enak sekali datang ke indonesia minta gratisandan semalam orang rohingya berkatakami tidak mau balik ke myanmar kami mau tinggal di indonesialebih baik mati di indonesia daripada balik ke myanmarkenapa rohingya enggak mau mati bela negaraitu penghianat namanyamalah lari dari negara nya sendiri yang sedang perangmau enak saja mereka ibarat kata habis manis sepah di buang mereka memohon sembah sujudminta belas kasihan nangis tujuannya biar di kasihanidan semalm dikasih bantuan sembako dari rakyat aceh malah di buang ke laut di kasih makan nasi dan lauknya kurang banyak dikasih tempat tinggal kabur melarikan diri dan merusak menjebol dinding tembok tujuan mereka menginvasi indonesia berkedok pengungsi berkedok agama islam tapi memiliki sifat buruk dan jahatmereka bukan pengungsi mereka imigran ilegalkasus penyelundupan perdagangan manusia mereka bukan pengungsibaru berapa minggu sudah buat onar buat ulah ini mau di kasih tinggal di indonesiananti bisa terjadi ketimpangan sosialakan terjadi konflik pribumi dengan orang asingkalau sudah banyak pasti akan memberontak minta hak sama rata seperti di alami malaysiarohingya ini bisa jadi senjata negara barat untuk menghancurkan indonesia karena mudah berkonflikbisa bisa mereka di kasih dana untuk berontak angkat senjata melawan rakyat indonesiacontohnya yahudi pengungsi datang ke palestina akhirnya apa yang terjadi pribumi di bantaidibunuh tanpa ampun lantas indonesia banyak sda nya pasti akan ada pikiran untuk menguasain sda dan mereka kalau terhimpit kebutuhan hidup pasti akan berbuat jahat seperti yang terjadi di malaysiaini tidak bisa di pungkiricegah sebelum terlambatkalau pemerintah lambat menangani isu inimaka kami rakyat sumatera akan bertindak pakai cara kami saya pujakesuma utara menolak keras orang asing itumereka rohingya ini di kasih hati minta jantungkami rakyat sumatera sudah sangat resah karena semalam gara rohingya rakyat sabang jadi bentrok dengan polisirohingya ini datang buat ribut jadinya kan maka dari itu pulangkan mereka ke tempat asalnyakami gak mau ada alasan lagi bubarkan unhcr gk ada gunanyahanya buat indonesia rugi dan penghianat bangsa yang meloloskan dan melarikan rohingya itu harus di cari dan di hukum beratnkri harga mati pengungsi imigran ilegal penyelundupan perdagangan manusia pulangkan rohingya itu ke tempat asalnya bangladesh atau myanmar sana kami rakyat enggak mau ada alasan apapun ini demi kenyamanan rakyat indonesiabaru berapa minggu di aceh dah banyakkk sekali bikin onar masalah kalau di biarkan ini mereka akan menjadi bom waktu bagi indonesia kalau mereka merasa banyak mereka akan memberontak minta hak sama rataminta wilayah seperti di malaysia sanajadi pemerintah harus pikir jangan sempat di masa depan jadi konflik penduduk asli dengan orang asing itu rohingya ini akan jadi senjata negara barat untuk menghancurkan indonesiakalau rohingya udah banyak bisa buat milisi untuk melawan indonesiaingat kata jend sudirman tidak akan kuberikan sejengkal tanah pun kepada orang asing ribu menanti kedatangan rohingya karena pemerintah menerima mereka dengan selancar lancarnyakalau bisa banyak sekalian sampai ribu rohingyakan bisa nanti ikut pemilu nambah suarabangsa ini sudah tergadaikan wapres mau kasih pulau gratis untuk imigran ilegalluar biasatak perlu orang asing perang terbuka dengan indonesiacukup pura jadi pengungsiberkedok pengungsi mudah dapat pulau gratistanpa capek perang cukup berkedok dengan menggandeng unhcr,"['pulangkankami', 'rakyat', 'mengusir', 'indonesiadimasa', 'indonesiaini', 'kebaikan', 'bangsa', 'indonesiapenyesalan', 'akhirakhirmaka', 'cegah', 'sekarangbudaya', 'sopan', 'santunmenghormati', 'menghargaicinta', 'damai', 'rusuh', 'indonesiaberbeda', 'budaya', 'rohingya', 'rohingya', 'adab', 'rohingya', 'sejarah', 'kelamenak', 'makan', 'gratistempat', 'tinggal', 'gratis', 'pakaian', 'gratiscuma', 'makan', 'tidur', 'makan', 'tidur', 'anakmereka', 'cepat', 'beranak', 'pinak', 'rakyat', 'berjuang', 'miskin', 'kekurangan', 'giziterlantar', 'rakyat', 'beli', 'nasi', 'bungkus', 'nasi', 'padang', 'harga', 'kerja', 'harianlah', 'enak', 'gratisandan', 'semalam', 'rohingya', 'berkatakami', 'myanmar', 'tinggal', 'indonesialebih', 'mati', 'myanmarkenapa', 'rohingya', 'mati', 'bela', 'negaraitu', 'penghianat', 'namanyamalah', 'lari', 'negara', 'perangmau', 'enak', 'habis', 'manis', 'sepah', 'buang', 'memohon', 'sembah', 'sujudminta', 'belas', 'kasihan', 'nangis', 'tujuannya', 'biar', 'kasihanidan', 'semalm', 'dikasih', 'bantuan', 'sembako', 'rakyat', 'aceh', 'buang', 'laut', 'kasih', 'makan', 'nasi', 'lauknya', 'dikasih', 'tinggal', 'kabur', 'melarikan', 'merusak', 'menjebol', 'dinding', 'tembok', 'tujuan', 'menginvasi', 'berkedok', 'pengungsi', 'berkedok', 'agama', 'islam', 'memiliki', 'sifat', 'buruk', 'jahatmereka', 'pengungsi', 'imigran', 'ilegalkasus', 'penyelundupan', 'perdagangan', 'manusia', 'pengungsibaru', 'minggu', 'onar', 'ulah', 'kasih', 'tinggal', 'indonesiananti', 'ketimpangan', 'sosialakan', 'konflik', 'pribumi', 'asingkalau', 'memberontak', 'hak', 'alami', 'malaysiarohingya', 'senjata', 'negara', 'barat', 'menghancurkan', 'mudah', 'berkonflikbisa', 'kasih', 'dana', 'berontak', 'angkat', 'senjata', 'melawan', 'rakyat', 'indonesiacontohnya', 'yahudi', 'pengungsi', 'palestina', 'pribumi', 'bantaidibunuh', 'ampun', 'lantas', 'sda', 'pikiran', 'menguasain', 'sda', 'terhimpit', 'kebutuhan', 'hidup', 'berbuat', 'jahat', 'malaysiaini', 'pungkiricegah', 'terlambatkalau', 'pemerintah', 'lambat', 'menangani', 'isu', 'inimaka', 'rakyat', 'sumatera', 'bertindak', 'pakai', 'pujakesuma', 'utara', 'menolak', 'keras', 'asing', 'itumereka', 'rohingya', 'kasih', 'hati', 'jantungkami', 'rakyat', 'sumatera', 'resah', 'semalam', 'gara', 'rohingya', 'rakyat', 'sabang', 'bentrok', 'polisirohingya', 'ribut', 'pulangkan', 'asalnyakami', 'alasan', 'bubarkan', 'unhcr', 'gk', 'gunanyahanya', 'rugi', 'penghianat', 'bangsa', 'meloloskan', 'melarikan', 'rohingya', 'cari', 'hukum', 'beratnkri', 'harga', 'mati', 'pengungsi', 'imigran', 'ilegal', 'penyelundupan', 'perdagangan', 'manusia', 'pulangkan', 'rohingya', 'asalnya', 'bangladesh', 'myanmar', 'rakyat', 'alasan', 'apapun', 'kenyamanan', 'rakyat', 'indonesiabaru', 'minggu', 'aceh', 'dah', 'banyakkk', 'bikin', 'onar', 'biarkan', 'bom', 'memberontak', 'hak', 'rataminta', 'wilayah', 'malaysia', 'sanajadi', 'pemerintah', 'pikir', 'konflik', 'penduduk', 'asli', 'asing', 'rohingya', 'senjata', 'negara', 'barat', 'menghancurkan', 'indonesiakalau', 'rohingya', 'udah', 'milisi', 'melawan', 'indonesiaingat', 'jend', 'sudirman', 'kuberikan', 'sejengkal', 'tanah', 'asing', 'ribu', 'kedatangan', 'rohingya', 'pemerintah', 'menerima', 'selancar', 'lancarnyakalau', 'ribu', 'rohingyakan', 'pemilu', 'nambah', 'suarabangsa', 'tergadaikan', 'wapres', 'kasih', 'pulau', 'gratis', 'imigran', 'ilegalluar', 'biasatak', 'asing', 'perang', 'terbuka', 'indonesiacukup', 'pura', 'pengungsiberkedok', 'pengungsi', 'mudah', 'pulau', 'gratistanpa', 'capek', 'perang', 'berkedok', 'menggandeng', 'unhcr']",pulangkankami rakyat mengusir indonesiadimasa indonesiaini kebaikan bangsa indonesiapenyesalan akhirakhirmaka cegah sekarangbudaya sopan santunmenghormati menghargaicinta damai rusuh indonesiaberbeda budaya rohingya rohingya adab rohingya sejarah kelamenak makan gratistempat tinggal gratis pakaian gratiscuma makan tidur makan tidur anakmereka cepat beranak pinak rakyat berjuang miskin kekurangan giziterlantar rakyat beli nasi bungkus nasi padang harga kerja harianlah enak gratisandan semalam rohingya berkatakami myanmar tinggal indonesialebih mati myanmarkenapa rohingya mati bela negaraitu penghianat namanyamalah lari negara perangmau enak habis manis sepah buang memohon sembah sujudminta belas kasihan nangis tujuannya biar kasihanidan semalm dikasih bantuan sembako rakyat aceh buang laut kasih makan nasi lauknya dikasih tinggal kabur melarikan merusak menjebol dinding tembok tujuan menginvasi berkedok pengungsi berkedok agama islam memiliki sifat buruk jahatmereka pengungsi imigran ilegalkasus penyelundupan perdagangan manusia pengungsibaru minggu onar ulah kasih tinggal indonesiananti ketimpangan sosialakan konflik pribumi asingkalau memberontak hak alami malaysiarohingya senjata negara barat menghancurkan mudah berkonflikbisa kasih dana berontak angkat senjata melawan rakyat indonesiacontohnya yahudi pengungsi palestina pribumi bantaidibunuh ampun lantas sda pikiran menguasain sda terhimpit kebutuhan hidup berbuat jahat malaysiaini pungkiricegah terlambatkalau pemerintah lambat menangani isu inimaka rakyat sumatera bertindak pakai pujakesuma utara menolak keras asing itumereka rohingya kasih hati jantungkami rakyat sumatera resah semalam gara rohingya rakyat sabang bentrok polisirohingya ribut pulangkan asalnyakami alasan bubarkan unhcr gk gunanyahanya rugi penghianat bangsa meloloskan melarikan rohingya cari hukum beratnkri harga mati pengungsi imigran ilegal penyelundupan perdagangan manusia pulangkan rohingya asalnya bangladesh myanmar rakyat alasan apapun kenyamanan rakyat indonesiabaru minggu aceh dah banyakkk bikin onar biarkan bom memberontak hak rataminta wilayah malaysia sanajadi pemerintah pikir konflik penduduk asli asing rohingya senjata negara barat menghancurkan indonesiakalau rohingya udah milisi melawan indonesiaingat jend sudirman kuberikan sejengkal tanah asing ribu kedatangan rohingya pemerintah menerima selancar lancarnyakalau ribu rohingyakan pemilu nambah suarabangsa tergadaikan wapres kasih pulau gratis imigran ilegalluar biasatak asing perang terbuka indonesiacukup pura pengungsiberkedok pengungsi mudah pulau gratistanpa capek perang berkedok menggandeng unhcr,1
pikir warga lokal banyak warga lokal miskin terlantar bahkan gelandangan di indonesia banyak ngapain ngurusin rohingya pulang ngkan saja ke negara nya jangan tertipu dengan tangisan mereka,"['pikir', 'warga', 'lokal', 'warga', 'lokal', 'miskin', 'terlantar', 'gelandangan', 'ngapain', 'ngurusin', 'rohingya', 'pulang', 'ngkan', 'negara', 'tertipu', 'tangisan']",pikir warga lokal warga lokal miskin terlantar gelandangan ngapain ngurusin rohingya pulang ngkan negara tertipu tangisan,4
kemana tni al ya ko bisa terus menerus makin banyak imigran gelap gini,"['kemana', 'tni', 'al', 'ko', 'menerus', 'imigran', 'gelap', 'gini']",kemana tni al ko menerus imigran gelap gini,1
pemerintah sangalah tidak pecus menangani masalah inikarena para pejabatnya sibuk mencari nama baik untuk pemilumasarakat resah tapi mereka tak mau tau,"['pemerintah', 'sangalah', 'pecus', 'menangani', 'inikarena', 'pejabatnya', 'sibuk', 'mencari', 'nama', 'pemilumasarakat', 'resah', 'tau']",pemerintah sangalah pecus menangani inikarena pejabatnya sibuk mencari nama pemilumasarakat resah tau,1
rakyat aceh kudeta saja gubernurmu yg bela rohingya,"['rakyat', 'aceh', 'kudeta', 'gubernurmu', 'bela', 'rohingya']",rakyat aceh kudeta gubernurmu bela rohingya,1
tolak rohingnyatanah indonesia di ambil entar,"['tolak', 'rohingnyatanah', 'ambil', 'entar']",tolak rohingnyatanah ambil entar,1
wabah merebak segera basmi,"['wabah', 'merebak', 'basmi']",wabah merebak basmi,0
usir paksa kalo lerlu takut takutin jaga in pake ta k tempur senapan mesin biar pada ga brani menepi ke pantai,"['usir', 'paksa', 'kalo', 'lerlu', 'takut', 'takutin', 'jaga', 'pake', 'ta', 'k', 'tempur', 'senapan', 'mesin', 'biar', 'brani', 'menepi', 'pantai']",usir paksa kalo lerlu takut takutin jaga pake ta k tempur senapan mesin biar brani menepi pantai,5
rakyat sendiri saja makan masih banyak yg susahjgn di terima pengungsi itu,"['rakyat', 'makan', 'susahjgn', 'terima', 'pengungsi']",rakyat makan susahjgn terima pengungsi,5
bubarkan unhcr indonesia usir dan tolak penyusup gelap itu dan kembalikan ke negaranya,"['bubarkan', 'unhcr', 'usir', 'tolak', 'penyusup', 'gelap', 'kembalikan', 'negaranya']",bubarkan unhcr usir tolak penyusup gelap kembalikan negaranya,5
sebegitu mudah nya kapal masuk,"['mudah', 'kapal', 'masuk']",mudah kapal masuk,4
bangsa ini apa tidak ada keamanan laut,"['bangsa', 'keamanan', 'laut']",bangsa keamanan laut,1
bagaimana bisa kapal asing bisa masuk ke negara ini menurunkan penumpang kemudian kapal kapten kapal dan awak bisa pergi begitu saja tanpa ada penindakan dari aparat yang berwenangprihatin sekali semoga pemerintah pusat segara mengambil keputusan tegas atas imigran dan patroli keamanan perbatasan darat laut udara,"['kapal', 'asing', 'masuk', 'negara', 'menurunkan', 'penumpang', 'kapal', 'kapten', 'kapal', 'awak', 'pergi', 'penindakan', 'aparat', 'berwenangprihatin', 'semoga', 'pemerintah', 'pusat', 'segara', 'mengambil', 'keputusan', 'imigran', 'patroli', 'keamanan', 'perbatasan', 'darat', 'laut', 'udara']",kapal asing masuk negara menurunkan penumpang kapal kapten kapal awak pergi penindakan aparat berwenangprihatin semoga pemerintah pusat segara mengambil keputusan imigran patroli keamanan perbatasan darat laut udara,2
terima sahaja dahulubaru tahu rasanya bagaimana om malaysia sudah terima virus rohingya lantas kepala warga dipijak muka warga diludah,"['terima', 'sahaja', 'dahulubaru', 'om', 'malaysia', 'terima', 'virus', 'rohingya', 'lantas', 'kepala', 'warga', 'dipijak', 'muka', 'warga', 'diludah']",terima sahaja dahulubaru om malaysia terima virus rohingya lantas kepala warga dipijak muka warga diludah,2
agak curiga gw jgn ada pihak yg sengaja melempar pngungsi ini ke indonesia untuk jd pengacau nantinya,"['curiga', 'gw', 'sengaja', 'melempar', 'pngungsi', 'pengacau']",curiga gw sengaja melempar pngungsi pengacau,0
ingat pemerintahdi negara kita masih banyak orang miskinkita harus tegas sama pengungsi dari miyanmarsessma muslim tapi mereka kurang taat aturan,"['pemerintahdi', 'negara', 'miskinkita', 'pengungsi', 'miyanmarsessma', 'muslim', 'taat', 'aturan']",pemerintahdi negara miskinkita pengungsi miyanmarsessma muslim taat aturan,5
mau buat negara di indonesia kacaumereka itu perdagangan manusia mereka pinya negara deportasi segera,"['negara', 'kacaumereka', 'perdagangan', 'manusia', 'pinya', 'negara', 'deportasi']",negara kacaumereka perdagangan manusia pinya negara deportasi,4
bongkar unhcr,"['bongkar', 'unhcr']",bongkar unhcr,1
woi tni al pada kemana,"['woi', 'tni', 'al', 'kemana']",woi tni al kemana,1
rudi hermawan pun mcm rohingya saja,"['rudi', 'hermawan', 'mcm', 'rohingya']",rudi hermawan mcm rohingya,1
pulangkan lg nambahi beban rakyat indonesia aja,"['pulangkan', 'lg', 'nambahi', 'beban', 'rakyat']",pulangkan lg nambahi beban rakyat,1
pemerintah harus brani bertindak tegas jangan kasih tempat di indonesia untuk rohingnya contoh malaysia rohingnya jadi masalah di malaysia,"['pemerintah', 'brani', 'bertindak', 'kasih', 'contoh', 'malaysia', 'malaysia']",pemerintah brani bertindak kasih contoh malaysia malaysia,5
halau semua rakyat rohingyamereka org yg amat jahat,"['halau', 'rakyat', 'rohingyamereka', 'jahat']",halau rakyat rohingyamereka jahat,1
biar mereka masak sendiri jangan bisa menadah org tidak mau berjuang untk tanah mereka sendiri malah melarikan diri org rohingya ini ini menguntungkan para mamafia pembisnis tangkap para penjahat,"['biar', 'masak', 'menadah', 'berjuang', 'untk', 'tanah', 'melarikan', 'rohingya', 'menguntungkan', 'mamafia', 'pembisnis', 'tangkap', 'penjahat']",biar masak menadah berjuang untk tanah melarikan rohingya menguntungkan mamafia pembisnis tangkap penjahat,1
yg heran ny kmna tni al patroli laut nya aneh bner,"['heran', 'ny', 'kmna', 'tni', 'al', 'patroli', 'laut', 'aneh', 'bner']",heran ny kmna tni al patroli laut aneh bner,1
kenapa pada lari berjuang untk tanah air rohingya lari itu pengecut indonesia selalu berjuang malu numpang di kasi makan org berjuang untk diri itu lebihbijak bekerja walaupun jadi pemulung,"['lari', 'berjuang', 'untk', 'tanah', 'air', 'rohingya', 'lari', 'pengecut', 'berjuang', 'malu', 'numpang', 'kasi', 'makan', 'berjuang', 'untk', 'lebihbijak', 'pemulung']",lari berjuang untk tanah air rohingya lari pengecut berjuang malu numpang kasi makan berjuang untk lebihbijak pemulung,5
appun alasannyahrusnya jgn d blehin masuk nkrisoalnya ini pndatang ilegalklo mo bntu atasnama sosialy udh prkirin d tengah laut trus d anterin bekal mkananjgn smpe mendrat kyak gini pk aparat,"['appun', 'alasannyahrusnya', 'blehin', 'masuk', 'nkrisoalnya', 'pndatang', 'ilegalklo', 'mo', 'bntu', 'atasnama', 'sosialy', 'udh', 'prkirin', 'laut', 'trus', 'anterin', 'bekal', 'mkananjgn', 'smpe', 'mendrat', 'kyak', 'gini', 'pk', 'aparat']",appun alasannyahrusnya blehin masuk nkrisoalnya pndatang ilegalklo mo bntu atasnama sosialy udh prkirin laut trus anterin bekal mkananjgn smpe mendrat kyak gini pk aparat,4
usir saja pengungsi rhohingnya jgn di tampung di indnesia buat spa kita terlu baik sama merekapikirkan warga kita sendri,"['usir', 'pengungsi', 'rhohingnya', 'tampung', 'indnesia', 'spa', 'terlu', 'merekapikirkan', 'warga', 'sendri']",usir pengungsi rhohingnya tampung indnesia spa terlu merekapikirkan warga sendri,0
tni al kemana kog bisa terusan lolos nih imigran gelap berilah ketegasan,"['tni', 'al', 'kemana', 'kog', 'terusan', 'lolos', 'nih', 'imigran', 'gelap', 'berilah', 'ketegasan']",tni al kemana kog terusan lolos nih imigran gelap berilah ketegasan,4
tolak manusia buangan karena indonesia tidak menampung orang yang bukan warga indonesia nkri,"['tolak', 'manusia', 'buangan', 'menampung', 'warga', 'nkri']",tolak manusia buangan menampung warga nkri,0
mengapa pengungsi ronghya terus berdatangan ke indonesia itu karena wakil unhcr indonesia mau mencari keuntungan untuk dirinya sendiri atas nama kemanusiaan,"['pengungsi', 'ronghya', 'wakil', 'unhcr', 'mencari', 'keuntungan', 'nama', 'kemanusiaan']",pengungsi ronghya wakil unhcr mencari keuntungan nama kemanusiaan,1
kirim aja ke tetangga mereka masih terima para pengungsi rohingya,"['kirim', 'tetangga', 'terima', 'pengungsi', 'rohingya']",kirim tetangga terima pengungsi rohingya,0
liat tuh warga papua anak kecil bawa sayuran hanya utk mendptkan buah indomie dari tni bukan gratis lohini barter tapi rohingya gratis makan enak tidur saja dikasih makan x sehari bravo aceh kami setuju dgn action mu itu tolak rohingya,"['liat', 'warga', 'papua', 'anak', 'bawa', 'sayuran', 'mendptkan', 'buah', 'indomie', 'tni', 'gratis', 'lohini', 'barter', 'rohingya', 'gratis', 'makan', 'enak', 'tidur', 'dikasih', 'makan', 'x', 'sehari', 'bravo', 'aceh', 'setuju', 'action', 'mu', 'tolak', 'rohingya']",liat warga papua anak bawa sayuran mendptkan buah indomie tni gratis lohini barter rohingya gratis makan enak tidur dikasih makan x sehari bravo aceh setuju action mu tolak rohingya,1
cantik org malaysia yang suruh pergi indon tu biar org indon rasa betapa bagusnya perangai rohingya jangan mare nanti kene jual hehe,"['cantik', 'malaysia', 'suruh', 'pergi', 'indon', 'tu', 'biar', 'indon', 'betapa', 'bagusnya', 'perangai', 'rohingya', 'mare', 'kene', 'jual', 'hehe']",cantik malaysia suruh pergi indon tu biar indon betapa bagusnya perangai rohingya mare kene jual hehe,5
pemerintah harus tegasmenolak ethnis rohingyakrn kedatangan mereka akan berdampak pada masalah sosialbagi warga negara indonesia warga setempat jgn mau di bujuk oleh unhcr,"['pemerintah', 'tegasmenolak', 'ethnis', 'rohingyakrn', 'kedatangan', 'berdampak', 'sosialbagi', 'warga', 'negara', 'warga', 'bujuk', 'unhcr']",pemerintah tegasmenolak ethnis rohingyakrn kedatangan berdampak sosialbagi warga negara warga bujuk unhcr,1
