text,cluster
tampung sementara di madura saja imigran gelap rohingyasemoga pak mahfud dapat pahala besaraamiin yra,1
sudahlah kembalikan mereka ke negera asal kasihan di indonesia gak hanya sumatra aja menolak seluruh indonesia,1
bosan mendengar usar usir terusmalah banyak yg datang terusayo warga aceh jika tidak bisa cara lembut pakai kekerasanbiar tahu itu lom dan unhcr itu sekalian di usir dari nkri ini,1
di pulangkan saja pak mahfud brakan menjadi bom waktu brnanti bisa kayak israil yang memerangi pribumi,1
usir aja,1
gapapa kalo punya nyawa stay di indonesia barang ilegal haram gak dilindungi hukum bebas diapain aja 🤣,1
ayo mana tindakannyarakyat butuh peran pemerintah untuk bertindak itu penting untuk mencegah bentrok,1
sudah jelas ya pemirsa quotpengungsi rohingya yg datang ke indonesia akan ditampungquotbrjadi percuma kelean koarquot az brharusnya pemerintah tegas ditampung selama berapa lamajika tidak akan dikembalikan ke myanmar atau campbangladesh gitu 😅brsayang nya pemerintah tidak ada kejelasansaling lemparambigu juga keterangannya,1
kembalikan saja mereka ke negara asalnya gak usah pake tapi,1
pusing urusan antar negara apalh itu kayaky kurang menguntungkn d sisi lain ndk usah lkutquotjk apaan itubrkalau kayak ginik urusany kn jadi payah pernah ndk sih kepikir kalsu negara lain nolak pasti sbb burukbrnnt bikin masalah kayaky negara quotyg ndk berpihk kpd kita mau myudutkn ampmerugikn negara kita 😡😡😡,1
usir rohingya iom unhcr anjing itu,1
gak ada kata sebenarnya indonesia memang berhak mengusir mereka,1
pemerintah yg tegasrakyakmu jelas s jls menolak rohinhya dibumi🇮🇩,1
usir terus aja paktunggu apa lg,1
kurang tegas pemerintah usir rohingiya apa perlu demo besarquotan,1
walaupun banglades negara yg miskin tapi menerima hampir sejuta pengungsi rohingya lho apa aceh mau ikuti langkah banglades 🤔🤔,1
klau indonesia berhak menolakmengusir kenapa tni al atau menhan ngak ada gerakan nyatanya padahal mereka garda terdepan utk maritim kita,1
gak ada tapian pak mahfud segera pulangkan ke banglades sebelum menimbulkan masalah yg lebih besar di kemudian hari,1
memberi keputusan itu yg tegas pak jangan ragu,1
usir dari negeri kami gk perlu pake alasan kemanusiaan,1
jgn diusir pak mahfud nti akan demo bela rohingya partai pks fpo hti thn yg menolak rohingya bukan islam pki nti diblng pki lagi😁😁🤭🤣 a hrefhttpwwwyoutubecomresultssearchquerykemunafiqunkemunafiquna konoha jualan agama orasi masa gunakan kitab suci sbut pki nti pada diam lah ko pada diam skrg kadrun konoha kmna ini partai pks fpi tlong bntu y,1
usir jgn ada kttp nenek moyang kita susah payah mengusir penjajah dah amanseenak dengkulmu orang rohingya mau tinggal di indonesia orang pinggiran d indonesia byk d mn ada dia membutuhkan bantuan dr pemrintah setempat dia hya mkn nasi tiwulnasi aking orang rohingya di semarang dapat bantuan perbulan rb dan tempat tggal layak huni,1
ya secepatnya sebelum nasi me jadi bubur,0
yg penting jgn lama² disini makin hari makin nambah aja jumlahnya kasihan warga setempat,1
banyak bertele tele wahai pemerintah lemah dengarkan rakyat yang punya insting tinggi terhadap keamanan negara ini bahwasannya rohingnya akan menjadi sumber malapetaka buat kehidupan bernegara mereka ingin hidup menetap di indonesia dengan membawa gen attitude yang jelek jumlah mereka yang jutaan dinegerinya bisa mereka masuk ke indonesia dan menjadi sulit untuk mengatasinya adanya gesekan antara rakyat pribumi sudah dipastikan ada tentunya kita akan sibuk mengurusi rohingnya yang tidak punya nilai apapun untuk negara cepatlah wahai pemerintah pulangkan orang rohingnya ke negerinya gaduh terus negara ini atas kedatangan mereka orang rohingnya,1
harusnya seluruh anggota unhcr tau penyataan pak mahfud md ini yg menyatakan indonesia berhak mengusir warga rohingya yg dg gelap mengungsi ke indonesia,1
sabang tempat wisata di aceh yg banyak di kunjungi turis manca negara kalau ada imigran gelap rohingiya m rusak tatanan wisata yg sudah lama di kelola masyarakat sabang,1
hahaha kemanusiaan katanya tuna wisma dan pengangguran diindonesia gimana pak emang mereka bukan manusia ya,1
klo indonesia berhak usir brusir saja brbrpendatang klo baik pasti diterima klo sshditolakdimana² berarti ndak baik,1
yes indonesia berhak mengusir keras jgn menyusahkan warga stop rohinya biar warga hidup bersama warga indonesia sendiri,1
usir halau saja orang rohinya kerana terlalu ramai rohingya akan timnul masaalah belakan hari,1
usir ajalah pk jangan pakai tapi,1
pak kita bukan cuman bisa saja menolak rohingya masuk indonesia kita berhak menolak orang rohingya masuk ke indonesia kita jangan mikir ham orang luar rakyat kita juga punya hak dan ham untuk hidup lebih layak ditanah air kita sendiri masa orang luar kita jaga ham nya ham rakyat sendiri diabaikan makin banyak datang nya orang rohingya buat beban negara kita kehabisan dana buat orang yang gak jelas ini rakyat jadi pengemis dan jadi gelandangan pengutip sampah dipembuangan sampah tidur dikolong jambatan rakyat kita masih miskin bangat tegas kembalikan jangan kasih waktu lama di indonesia nanti susah untuk dipulangkan mereka akan merontak dan melawan 👍❤️🇮🇩,1
yang dikatakan mahfud hanya yang benar dandapat dipercaya,1
kasihan pengungsi rohingya yg diusir paksa pada hal seluruhnya umat islam yg taat harusnya mui membantu donasi buat mereka jgn karna miskin lalu diusir paksa,1
mana bakamla mana al kita mana polairut kita kok pada silem kebobolan imigran gelap ribuan tu,1
bapak kau tapi ini rakyat indonesia dan aceh udah muak tiap hari mereka bertambah itu etnis bangla kerja nya cuma bikin anak dan asusila orang kaya ini mau jadi capres tegas saja gk bisa,1
usir pak pikirkan masyarakat indosia,1
jalan keluar yg pas ya di pulangkandideportasi ini kan imigran gelap tak usah berbelit belitmetesahkan warga kita saja,1
terserah situ aja quot etnis islam rohingyakogquot gimana palistinkalo mereka datang,1
tembak mati sj org yg meyeludupkan manusia,0
ayo p presiden p mahmud spt kembalikan mrk sblm pemilu,0
usir,1
usir saja khawatir nanti jadi pembrontak,1
usir saja pendatang ronghiya karena akan menjadi masalah terhadap penduduk setempat,1
terus tunggu apa lagi kok berteletele urusan mengusir rohingnys apalagi kita berhak mengusir tamu yg tdk diundang yg membuat masalah dan keamanan di negeri kita,1
usir aja lah pak jangn cuma ngomong ajabrnanti kasihan ke rohingya tak kasihan pada rakyat sendiribrkan aneh usir aja pasti nanti terpilih jdi presiden😊,1
ya usir sajalah pak bapak mahfud ada apa koq gak gak ada rasa empati sama keluhan rakyat indonesia jangan sampai sampean gak tegas indonesia dirugikan kemudian hari,1
usir rohingya rakyat indonesia banyak yang miskin juga patuh bayar pajak juga banyak penggaguran,1
presiden harus memerintahkan tni angkatan laut untuk mengerahkan kapal kapal patrolinya untuk menjaga sepanjang garis pantai khususnya perairan aceh agar mafia mafia human trafiking tidak lagi mendaratkan pendatang rohingya ke ri,1
demi kemanusian negara indonesia bisa menampung rohingya tapi rakyat sendiri yg hidup di kolong jembatan di tempat yg kumuh di mana letak keadikannya brmumet negara kits indonesis para petugas keamanan di laut tdk ada yg peduli dan membiarkan rohingya datang se enak jidat tanpa aturan,1
orang gk taat aturan mau diterima gitu aja mohon ketegasan nya bapak² yg terhormat,1
lembek,0
jfn berkedok berkedok diplomasi kemanusiaan pak rakyat indonesia sendiri bnyk yg lebih membutuhkan mendingan buat negara sendiri makmur rakyatnya ingat beras gula jg mahal 😢,1
lembek kbnyakan tapi alesaann terusss,0
enak bangat tuh ronginya bangla dikasih obat obatan makan ngebadok versi kuli disediain tempat berak ngewek beranak binak gua sendiri rakyat empot empotan cari duit nafkahi anak bini dagang masih ngekos dimana keadilan lu pemerintah unhcr pea lu,1
jangan sebenarnya pakkkk tapi langsung tegas usirrrr 🤦,1
you cant say rohingya are refugees because they came by the method of giving some payment to the human trafficking mafia in bangladesh these are all categorized under illegal immigrants of course as immigrants should not enter an area without clear data such as passports or visas so rohingya are precisely referred to as illegal immigrants on the other hand with palestine or afghanistan they are in a state of war raging please understand before creating a title so that your channel is not considered a channel that has no understanding in this matter,6
😅evil rohingyas eat greedily defecate in the open ask our country for land hurt the local population expel the rohingyas to myanmar,5
rohingya man is cbulbrbrtidak akan di terima di indo,1
we already have ethnics group we dont want another one especially that is very different from majority of indonesian,5
they always make a problem in societi not good attitude,0
they need yo stop breeding 😔,0
as indonesians i just wanna scream get the f out of my country we already have many problem with food stocks here let alone giving them shelter and other things 💩,5
arab country will accept rohingnya japan korea also,3
krisis pengungsi yang sedang berlangsung dimulai di asia timur pada akhir februari setelah invasi myanmar ke negara rohingya tercatat terdapat hampir juta pengungsi yang melarikan diri dari negara bagian rohingya di asia sementara sekitar juta lainnya telah mengungsi di negara tersebut pada akhir bulan mei sekitar seperempat dari total penduduk negara tersebut telah meninggalkan rumah mereka di negara bagian rohingya pada tanggal maret pengungsi rohingya adalah perempuan dan anakanak sementara sebagian besar lakilaki rohingya berusia antara dan tahun dilarang meninggalkan negara tersebut pada tanggal maret lebih dari separuh anakanak rohingya telah meninggalkan rumah mereka seperempat di antaranya telah meninggalkan negara tersebut negara invasi tersebut menyebabkan krisis pengungsi terbesar di asia timur sejak perang dunia ii dan setelahnya merupakan yang pertama di asia timur sejak perang myanmar pada tahun an serta krisis pengungsi terbesar keempat dalam sejarah dan merupakan krisis pengungsi terbesar abad ke dengan tingkat pelarian pengungsi tertinggi secara global,1
bansa rohingya brhobby buat anak,0
rohingya is bad attitude 👉 indonesian reject rohingya immigrant,6
rohingya have bad habits often riot are lazy to work and always do that in other places even bangladesh which is the place of his ancestors no longer wants to recognize it rohingya are not a southeast asian race they are a banglabengali race,5
unwanted guest they have no respect to us,5
buang itu sampah dari negara kami,1
please bring them homegive them life and future,0
thank u indonesia,3
come to india here please,0
are they in honeymoon how can they reproduce so much even in refugee camp,4
deport bangladeshi from india we dont need and bangladeshi to,6
alhamdulillah rohingya dan indonesia serumpun 😊,1
rohingya people black people and palestinians peoplebrmapuche people are some of the least valued humans,6
latest news from malaysiaoctober case case for rape and another is groping girlboth malaysian girl is under aged n so many cases involving themthey should stay in refugee camp onlyuseless rohingya,4
send them back,7
good news arsa arkan rohingya salvation army zindabad ok thanks 👍🙌🍍 aru👎❌,0
where her children can find peace what peace indonesia isnt peaceful enough or peace means a country with k gdp per capita free housing montly allowance free healthcare 😅,0
ان شاء الله زلزال كبير يهز مينامار كلها عن بكرة ابيها,0
save muslim rohingya,2
among all groups of refugees rohingyas are the most complex mainly caused by themselves their lives are difficult but they breed children per family they refused to keep clean places where they live they refuse to leave when situation improve compared to vietnam or palestinians the rohingyas are mostly uneducated or unskilled,0
for my rohingyas friends indonesia is a good place for you all please bring all of your families and friend to indonesia indonesians will treat rohingyas as family indonesian girls will happily marrying all of you without money and indonesian government will give you citizenship an autonomous province since youre also muslim brothers,6
dont come to indonesia or stay there in aceh shelter,6
my request to indonesia pls take our cr bangladeshi and rohingya people coz we are overpopulated,6
rich muslim countries should help them since most south asian countries are poor compared to middle eastern countries,2
we wont rohingyas please unhcr take them back to myanmar and let myanmar army finish them rohingya made too much chaos in our country,7
saudis show brotherhood and accept them in your country,3
because of the suffering did by aung sansuki they became homeless but now her turn came she was detained by the coup,0
god blast the rohingha bukan bangsa nusantara 😅🤣😂🤪😛😜😋😝,0
i want a place where my kids can grow up safe… no such place exists sadly no matter what country they flee to the results will remain the same,0
no better than they go back from indo,7
🤮,0
indonesia is the most peaceful muslim majority country in history but in the future it will turn to middle east like iraq,2
usir mereka dari indonesiamereka tidak ada manfaat nya untuk negri kamimereka hanya akan menjadi masalah untuk negri kami indonesia,1
deport them immedietly,0
they prepare for themselves in indonesia and then go to malaysia,7
god bless the rohingya people 🙏 ❤ 😊,6
take a look at the world map aceh is no longer part of indonesia,0
indonesia good for rohingya,6
indonesia will feel the heat soon,0
why are these refugees not go to china not even single muslim refugee in china☺️☺️,4
every muslim should help each other,2
temporary shelter aka transit before theyve a chance to follow locals get into malaysia illegally,0
alzareeja only for hijab not for civilians,0
indonesia is a nonsignatory country of geneva convention but they still open their door australia as a member of signatory country sent these refugees to png instead how nice maty mate vegemite,4
you are welcome to rich and friendly muslim country qatar which is do worried about you,2
every muslim country is a natural home for rohinga believers,2
pray 🤲 and support from pakistan 🤝🇵🇰,0
great job indonesia alhamdulillah good,6
how did that jeehad work out for you akmed,0
jay shree ram satya sanatan dharm ki jay 🚩,0
why not malaysia or thailand,0
islam leave the comments 😂😂😂😂,0
yet you shout free palestine 😂 you guys are funny,0
why people treat rohingyas and palestinians different both of them are same help them if you are saying that you want to help palestin,5
australia has plenty of empty space,0
indonesia should use its navy and airforce to protect its borders thats what we do in australia and new zealand,5
good muxlim countries should help each other,3
where is the human rights the un,0
😮,0
we hope rohingya dont disturb aceh people life they want to life in peace so please go away from aceh as fast as possible and back to bangladesh or india,7
with rahingiya will come extremism,0
give your money first to your wife parents and children not neighborsbrindonesians cant accommodate that many rohingya neighbors because many young people here cant even get jobs surplus demographics too many people brill say to unhcr give the rohingya to countries that need them countries with low birth rates,6
my grandpa also once helped them by providing shelter we only ask that they pay for the electricity and get jobs for months everything was fine but one day they pillaged our backyard of all our crops and fruits and just left,5
amerikka membayar unhcer untukmendatangkan rohiniya keindonesia dan malaisia karna indonesia danmalaisia kompak mebela pallestina makanya amerika buat begini caranya biar indonesia subuk mengurisi rohinia bukan palestina lagi biar lancar tunuan amerika dan israeltampa hambatan,1
orang rohinia madia tidak tau diri mereka ingi menjajah indonesia meteka itu yg di surtuh amerika melalkui unhcer,1
tolong secepatnya rohinia itu di usir dari indonesia nanti mereka beranak pinak di sini terus mereka membuaat negara sendiri mereka mnenjajah indonesia banti itu pasti,1
ni bukan pelarianini pemerdagangan manusia,1
aint no fking way they cross the sea with that fking wrecked of a ship with all that people no way,0
if you look closely they look more like indian or bangladeshi faces myanmar doesnt accept them as citizens because history shows they arent from myanmar,4
lucu sekali unhcr ini membebankan rohingya pada negara berkembang yang rakyatnya sendiri masih kekurangan dalam memenuhi kebutuhan dasar mereka unhcr terbukti memberikan surat rekomendasi pada orang rohingya untuk keluar dari bangladesh secara berangsur ribuan orang rohingya datang ke aceh bubarkan saja unhcr,1
just accept them for god sake😢,3
kirim lagi ke bangladesh indonesia menolak pengungsi rohingya,1
mereka itu adalah korban tindak pidana perdagangan orang bukan pengungsi,1
they threown away the food gave to them,5
jangan sampai terjadi myanmar jilid di aceh warga sudah menolak sebaiknya pulangkan saja rohingya ke bangladesh,1
they are imigran they paid unhcr to let them stay in indonesia n some people already arrested,6
hahahahabr juta rohingya lari dari genocide military junta indonesia quoti sleepquotbrpalestina ditindas israel karena tanah suci indonesia quotwoke afquot,0
i hope indonesia do not accept them willy nilly i mean accepting unknown people with no papers is dangerousbrbrbrim from philippines,3
you have to go to japan because there are many beautiful angels who are lonely,0
kami warga indonesia sangat menghargai kemanusiaan akan tetapi kami tidak dapat menerima prilaku mereka yang tidak bisa menghargai kami kami tidak ingin masadepan indonesia akan tidak baik baik saja karna prilaku mereka yang jauh dari norma norma agama manapun,1
malaysia jangan nak pandai terima rohingya ni sekian ada yang dah dalam malaysia pun dah buat macam kecohan dan tuntutan islam malaysia terima dia orang ni tapi rohingya ni tak peduli ko islam ke tak orang malaysia mesti dah sedar mengapa mereka di halau dari rakhine kan mereka buat kecoh di sana dan tuntut rakhine untuk mereka ingat tak mereka tuntut selayang,1
😢😢😢😢,0
kirim balik ke bangladesh pemerintah harus tegas kalo tidak akan menambah masalah baru bagi warga setempat,1
new arrivals last month new arrivals this month more new arrivals next year how far from point departure to arrival,0
why are they still making babies if there’s no future for them 😢,0
send troops to myanmar then,0
rohingya needs to be kicked out from indonesia if you want to live in someones house dont be a jerk,5
also when the local people ask them to leave not just ask but the local people also gives food for them to survive but they refused and thrown all the food that has been given by the local into the sea,5
instead of giving them foods give them condoms,5
all knows what happened eu eu give immigrants save shelter few year leter they showed radical face,0
this unhcr institution and human rights created many new unrest in all countries they are the real criminals in human slavery,4
mereka bukan pengungsi tapi imigran gelap,1
a hrefhttpswwwyoutubecomwatchvynckoroamptmsa was the man just read something that reporter showed him,0
deal with it the same way europe has been for decades thanks for coming out,3
pengungsi ❎brimigran gelap ✅,1
unwanted wherever they go its not about the reluctance to show sympathy but again amp again rohingyas has displayed an attitude of uneasiness to others when they set foot long enough in any country they will start the demand attitude,0
president jokowi is kindhearted and generous,0
😭😭😭😭😭😭😭😭😭😭,0
if those imigrantz behave we probably would give them food and shelter not permanent brbrwe already learned from malaysia what happen if we accepting them,5
the fact that this event is indicated of human trafficking is also one of the problems too,5
nkri sudah di beli rohingya melalui unhcr pasti datang terus sampai berdiri negara rohingya 👏👏👏,1
australia land is best place for you rohingya,5
saya setuju untuk mengusir warga rohingnya karena warga indonesia juga masih banyak yang susah🙏,1
form of country is based on similiarity etnicity or culture they should go to pakistan or india rather than sea,3
land them to israel 🇮🇱they will become good neighbors ☺,5
provide them food make them strong so they can create riots,5
europe is ready to accept them,3
indonesia harus tutup pintu pengungsi rohingnya palestina afghanistan dan negara konflik,1
indonesia berhak menolak dan mengembalikan mereka ke bangladesh karena indonesia tidak menandatangani perjanjian unhcr mengenai penerimaan pengungsibrbrlagian juga belum tentu yg kita terima itu benarquot pengungsi atau bukan yakan ya pikir aja ya tki kita mau kerja dan menetap di negara orang aja ikutin prosedur masa ini mau di elusquot 😂 kasihan anak kandung sendiri lah wkwkwkbrbrbtw yg nyebutin palestine ini pasti buzzerquot izrael pasti padahalkan yg di sumbangin gk seberapa tp di nyirnyir nauzubilah 😂 banyak lembaga kemanusiaan yg bisa menyalurkan bantuan kepalestinebrbrlagian juga kenapa harus menghalang halangi orang untuk berbuat baik klo bilang orang dinegri sendiri masih susah ya urusan pemda dan pemerintah pusat 😂 kita mah cilikquot cukup rukun tetangga aja kayanya sudah lebih dari cukup tapi klo kalian bisa lebih kenapa tidak,1
makanya jangan sok aksi solidaritas begitu tahu perangai buruk mereka nah baru nyahok,1
lanjutkan aceh tolak,0
palestine🥺🥺💪💪🙏🙏brrohingya🤬🤬👊👊🖕🖕brkami adalah keluarga islam🤩🤩,0
they have a very bad attitude they threw away the foods we gave them and damaged the shelter facilities at the same time many indonesian are still hungry poor and have no place to live our country became independent with blood and tears if you run away from the fighting in your country and instead want to take over our land we will not remain silent,5
dikasih hati minta jantung,0
no rohingya,6
tenang bro kami pernah hadapi belanda ma jepang kalo ni ya ahahah gelik gelik pemeritah gk bisa bereskan kami yg bereskan,1
kami tidak perlu berita yg menyudut kan indonesia kami merdeka karna berjuang para pahlawan dan nenek muyang kami rohinia alial bg lades mau datang dengan enak oh tidak bisa mangkan nya ppb kasi senjata agar rohinia bisa perang ni miyanmar lolo,1
gampang sih tinggal tegas kalo melanggar deportasi balikin ke laut take it or leave it,1
bikin rusuh di negara orang rohingya beranakpinak ga terkendali tapi akhirnya jadi imigran orang sana ga mikir apa punya anak banyak tapi hidup aja jadi korban perang apalagi buat makan,1
balikin mereka ke rakhine myanmaritu adalah asal mereka jangan ada satu jengkal tanah indonesia untuk orangorang rohingya,1
maybe indonesisa can better understand israels situation with the palestinians lucky for indonesia rohingyas do not have terrorist rockets to fire in the direction of jakarta,0
rakyat indonesia menolak rohingnya pemerintah di banding kan warga lokal ❌😡😡👺👺👺😡😡😡👺👺👺👺👺👺👺👺😡😡😡😡👺👺👺👺👺👺,1
pokoknya usir rohingya,1
heres the troublemakers rohingyas are come,0
all the best,0
rahkine state or province must be an independence state where roinnya people must live as their own country,6
usir penjajah berkedok pengungsi bubarkan unhcr indonesia mogok bayar pajak pemilu pemerintah harus mengembalikan imigran ilegal,1
why do they have so many births while their country is in decline,3
indonesians please defend your islands if you let them in they will take your lands learn from the palestine and israel conflict,5
why do they have so many births while their country is in decline,3
sdh tau hidupnya susah tapi bikin anak sebanyak banyaknya apakah tidak kasihan ke anaknya bukankah ada kb,1
hello i am here ☝️ now i am your problem 😂😂😂😂,0
remind me of palestinians egypt lebanon and jordan no longer accept them because they always cause insurgency petty to violent crimes and even a civil war within those countries,3
yg bawa kapal tau dri mna y nnti mampir ke negara ini ini,1
if they dont even bother to help themselves by respecting any other nations that are willingly to help them and also not being a menace then there will be no nation on this planet will be willingly to help them you cant help anyone who keep sabotaging themself the extinction of their own culture and race may be the fault of us mankind but theyre are also are in the fault for biting the arms for those who lend their hands for them,5
kami bangsa aceh akan mempertahan kan tanah leluhur kamibrdari penjajahan rohingnya,1
go to russia they need people lots,6
saya sebagai warga indonenesia asal jawa timur sanagat sependapat dengan saudara kami malaysia tolak tegas rohingya jangan di kasih kesempatan menginjakkan kaki di indonesia tabiat mereka sangat tidak terpuji tidak sesuai budaya ramah bangsa indonesia merenka lebih congkak merasa harus di hormati hanya satu kata usir,1
saya saja pergi keluar negri harus ada pasfor visa surat sponsor dari negara tujuan kok rohingya bisa semudah itu nylonong memasuki wilayah kita tanpa documen resmi apa apa malah nglunjak dibantu makanan ga tau trimakasih pake protes segala macam ayo usir saja bakal jadi masalah nantinya mending urusi saudara kita sendiri saja,1
the presenter uses an indian accent his accent is unique,0
thank you for helping and escaping,3
mereka udaj di bangladesh kenapa pergi ke aceh😮,1
pulangkan saja ke negaranya mereka mau ngomong apa bodoh amat,1
fresh stock,0
i bet they are heading to australia,0
thos is so heartbreaking 💔,0
mereka harus dikembalikan di negara asal mereka indonesia tdk punya kewajiban menerima pengungsi,1
pemerintah sepertinya sudah menjadi penghianat dan menjual kedaulatan negara,1
gimaa gak mau di usir sekali makan mintanya piring 🤣,1
ke inggris aja ngungsi kan nenek moyang mereka yg bikin masalah menjajah dan membawa mereka sebagai budak atau arahkan ke negara barat yg memang negara penerima pengungsi kayaknya ada misi tersembunyi unhcr dibalik peristiwa ini kan mereka tau indonesia bukan negara pengungsi tapi kenapa mereka mengarahkan rohingya untuk berlabuh di indonesia,1
usir mereka semua jangan ada tersisadi tanah acehini indonesia nkri kamiwarga bandung jabarsangat setuju dengan warga acehmengusir mereka,1
the rohingya ethnicity often throws tantrums they do not know to be grateful food donated by residents is thrown away many protest that the food given is small even though acehnese themselves live in poverty and hunger there have been cases of rohingya youth raping their rohingya girls in exile they often run away from censorship naturally acehnese people are afraid because they are afraid of increasing crime in aceh,5
it should be explained that aceh at first was very accepting of the rohingya ethnicity but after they accepted well the attitude of the rohingya ethnicity they didnt even know thank you and did not respect the locals they often threw tantrums they arbitrarily threw away the food given they complained that the food given to the rohingya ethnicity was very decent and luxurious for us acehnese people even though many acehnese live poorly and starving,5
mereka imigran gelap datang ke negara kami dengan sengajadan bukan terdamparrakyat menolak merekadan tolong hormati suara hati rakyat indonesia,1
qatar go take them then theyre one of the most unhygienic ethnics in the world including india pakistan and bangladesh,7
jadi ini sudah bulan yg lalu 😮,1
good luck indonesia,6
we must protect our land do not let the rohingya in,5
mereka banyak masih muda mudikuatquotkalau mereka memang di dzolimi di negaranya maka lawanlihat suadaraquot kita di palestine mereka tegarnggak ky kalianpelarian,1
minta cina sama rusia suruh nampung rohinya mereka gitu garagara pemimpinnya disokong senjata sama si panda dan beruang,1
the problem its begin when they not obey the local rules culture and customs and very hard to make sure they are rohingya or bangladesh because they dont have papers or ids,6
indonesia dan rohingya serumpun,1
come here the philippines,0
their only know to breeding like rabbits,0
deport them if u want to live peacefully,5
after help themthey say our currency is low🤮👎and theyr want go to malaysia,5
one day indonesia will regret,0
have my brother absar in this group please check and inform me kindly my brother leave from bangladesh rohingya refugees camp to malaysia ongoing four months but not have any news right now but he was speak with us when reached thailand after reached my brother said me that he climbed in a truck 🚛 for to go malaysia after we dont know anything about my brother noor absar fathers name ubaidul hoque mothers name hasina begum family members balukhali camp rohingya refugees camp address if can know about my brother noor absar please share me i request to thailand media group,4
plis lah wei ini kalo dibiarin lama lama ntar mereka ngelunjak tolak aja ngapasi kasihan rakyat lokal makmurkan dulh rakyat sendiri,1
airforcess of bangladesh tywan indonesea malaysea r your air forcess indian air forcess yemen some weopon in india myanmar,0
one of the first steps in trying to help the rohingyans plight is by distributing contraceptives and educating them about proper condom usage etc so that they dont overreproduce and overrun refugee camps which are trying to help them,5
why are they still in the sea havent they been accommodated in several countries its a bit strange to see are they fleeing in the country that accommodates them,3
bjp mp sri smriti irani minister bjp,0
u not welcome make trouble,0
the locals of indonesia will surely cry for taking this refugees in crimes will increase to a big lvlrapes theft n murder rohingyas are no india is already suffering population control should be implied on them because a single man mostly marry women n atleast kids by each women sometimesor else be ready to face consequences,4
one thing to understand is this indonesia is not a signatory country of the unhcr convention on refugees i repeat indonesia is not signatory country yes i know the situations is bad for them in their home but we dont need extra people to feed our country has becomes a destination not just for rohingya people but also for afghans syrians sudanese iranians and just recently russians and ukrainians we cant afford those people as much as i regret what was happening in their home i felt that we should starts limits those refugees there are millions of indonesians who are trying to survive with all of those illegal immigrants coming to indonesia not only that they robed the opportunity for the indonesians to have jobs but also facing us with the threat that they brought often so criminal actions so please i pledge to the government to stop those people coming we dont hate them but we should also prioritize our people first if indonesians already rich and well off then we can helps the other but now it is not the perfect time to do that,6
unhcr must build a refugee complex somewhere in andaman island maybe in sentinel island,4
and after living in indonesia for so many years they would easily tell people that the indonesian government has not given them enough opportunity enough food enough shelter and what not thats what they did with bangladesh bangladeshi government and bangladeshi people did and are doing everything they could possibly do for them they lived in bangladesh for more than years thousands of volunteers and ngos are in bangladesh and they are so ungrateful its understandable if they went to indonesia but at least no need for harsh wordsbrgreat disappointment,6
se kecamatan pindah ke aceh,0
malaysian sometimes too kind until they not follow our rule and our law after taking care of them then but there many issues related to them if the rohingya refugees want to go to our country they should follow our law taking care thier cleanliness dont do crime dont make malaysian community uncomfortable because thier attitude they also should know about birth control management too too many rohingya community but they cant taking care themselves until cause other problems respect other as you want to be respected dont try to claim to have your own places or territory in our country because we cant handle it our attitude personality and behavior too different and too hard to relate it we as islamic community respect and accept them but if the laws courtesy rules attitude and behavior of them not respect and blend with or community it will issues and problem in our country,6
why other muslim in myanmar can live harmony with non muslimwhy only rohingya become refugees,4
more comment people rohing need helpsay rohinga muslim but not muslim scam blackmail muslim rohinga not understand about muslim,2
rohinga is original bangladesh peoplestop rohinga to indonesianwhy take to indonesia bangladesh governmenttake indonesian people indonesian not agree rohinga moving to indonesian,6
rosak la aceh 😢,0
stop rohinga to indonesia bangladesh should be responsible for taking care of rohinga maybe bangaldesh forcing rohinga to send them to indonesia anyway why coming to indonesia economic here very unstable and there is more proverty here,6
may allah make easy for them ameen ya rabb brthe verse is about the brotherhood of believers with each other which says quotthe believers are but brothers so make settlement between your brothers and fear allah that you may receive mercy a hrefhttpswwwyoutubecomwatchvyooaywcziyamptmsaquot fundamental islamic society motto is the believers are nothing else than brethren,0
respect to the indonesian brothers for taking these people in,6
coba kirim mreka ke pulau sentinel utara,1
u know there are talk in aceh to refuse these guy and make them out coz these guy is acting badly in aceh especialy bad for aceh girl,0
thank you for helping them and i pray for them they will get safe 🙏🙏🙏🙏,3
you think indonesian will give you education and work what a bunch of idiots,0
why this newschannel is saying quot million rohingysquot for the last years when they have a fertility rate of children per women their population is trippled for sure in this period,0
so badly we must stopping accept refugees,4
jangan terus kabur dan takut brbanyak sekali lelaki tapi kenapa tidak memperjuangkan tempat kalian kalau takut susah stop beranak kalau tidak mampu memberikan kesejahteraan untuk anakmu semoga kalian kalau uda di tolong dan dibantu tidak buat ulah di indonesia cobalah kembali ke negara kalian dan berjuang hak kalian kabur pun belum tentu baik saja dan bukan solusi bagus,1
sedihnya kurasa🥺,0
totally probematic doubleedged sword,0
indonesian people are good but remember for the rohingya dont ever betray them because you have to know that history in indonesia is very very very dark if indonesians are betrayed then they will be able to do what they did to the voc vereenigde oosstandische compagniebrbrdont let you as rohingya betray indonesia because typical indonesians are the same as russia where if they get angry they will get consequences,6
id lt rohingya muslim brothers always welcome,2
indonesians are always very kind brthey are always helping others,5
indians should take their people back,7
indonesia❤rohingya,6
spread love and care instead of war and prejudice brbrbrgod the allmerciful,0
where are oic hidingthey will answer in allahs court one day,0
women are covering their faces why not men,0
