text,tokenized,tokenized_str,cluster
stop using word refugees to illegal immigrants they have money to pay the illegal agency to move and cellphone,"['stop', 'using', 'word', 'refugees', 'illegal', 'immigrants', 'money', 'pay', 'illegal', 'agency', 'move', 'cellphone']",stop using word refugees illegal immigrants money pay illegal agency move cellphone,0
im sorrytheir attitude is bad,"['im', 'sorrytheir', 'attitude', 'bad']",im sorrytheir attitude bad,0
pelarian rohingya kurang ajar banyak tanaman pohon di curi orang rohingyamereka beranak pinak tidak punya adab ingin makan gratis minum gratis sementara berak atau buang air besar tidak mau membersihkan kanya sangat kurang ajarsebaik nya anda lihat di kondisi lapangan kelakuan buruk etnis rohingya itu menentang kaidah dan syariat islammerekalah bikin asusila sehingga rakyat aceh menderita mereka bertambah banyakdan mencuri buah buahan warga aceh,"['pelarian', 'rohingya', 'ajar', 'tanaman', 'pohon', 'curi', 'rohingyamereka', 'beranak', 'pinak', 'adab', 'makan', 'gratis', 'minum', 'gratis', 'berak', 'buang', 'air', 'membersihkan', 'kanya', 'ajarsebaik', 'lihat', 'kondisi', 'lapangan', 'kelakuan', 'buruk', 'etnis', 'rohingya', 'menentang', 'kaidah', 'syariat', 'islammerekalah', 'bikin', 'asusila', 'rakyat', 'aceh', 'menderita', 'bertambah', 'banyakdan', 'mencuri', 'buah', 'buahan', 'warga', 'aceh']",pelarian rohingya ajar tanaman pohon curi rohingyamereka beranak pinak adab makan gratis minum gratis berak buang air membersihkan kanya ajarsebaik lihat kondisi lapangan kelakuan buruk etnis rohingya menentang kaidah syariat islammerekalah bikin asusila rakyat aceh menderita bertambah banyakdan mencuri buah buahan warga aceh,3
the elephant in the room rohingyas definitely have strong south asianess embedded in them which unfortunately clashes with a lot of southeast asian customs and society regardless of religion,"['elephant', 'room', 'rohingyas', 'definitely', 'strong', 'south', 'asianess', 'embedded', 'unfortunately', 'clashes', 'lot', 'southeast', 'asian', 'customs', 'society', 'regardless', 'religion']",elephant room rohingyas definitely strong south asianess embedded unfortunately clashes lot southeast asian customs society regardless religion,0
muslim ummah,"['muslim', 'ummah']",muslim ummah,2
go away from indonesia gooo awayy,"['go', 'away', 'gooo', 'awayy']",go away gooo awayy,1
in the meantime affluent individuals in the uk are expelling asylum seekers from their countries see bbc news today indonesia has rejected them because many asylum seekers attempted to reach third countries and were promised assistance by unhcr many of them remain in indonesia after more than years furthermore we have not ratified the convention unlike uk unhcr has merely pressured us to accept them providing us with minimal financial support in fact a unhcr representative mentioned that rohingya children had gone without food for hours however here in indonesia we still grapple with issues of malnourished children some of them have not had a meal in over a day,"['meantime', 'affluent', 'individuals', 'uk', 'expelling', 'asylum', 'seekers', 'countries', 'see', 'bbc', 'news', 'today', 'rejected', 'many', 'asylum', 'seekers', 'attempted', 'reach', 'third', 'countries', 'promised', 'assistance', 'unhcr', 'many', 'remain', 'years', 'furthermore', 'ratified', 'convention', 'unlike', 'uk', 'unhcr', 'merely', 'pressured', 'us', 'accept', 'providing', 'us', 'minimal', 'financial', 'support', 'fact', 'unhcr', 'representative', 'mentioned', 'rohingya', 'children', 'gone', 'without', 'food', 'hours', 'however', 'still', 'grapple', 'issues', 'malnourished', 'children', 'meal', 'day']",meantime affluent individuals uk expelling asylum seekers countries see bbc news today rejected many asylum seekers attempted reach third countries promised assistance unhcr many remain years furthermore ratified convention unlike uk unhcr merely pressured us accept providing us minimal financial support fact unhcr representative mentioned rohingya children gone without food hours however still grapple issues malnourished children meal day,1
this phenomenon is a form of human trafficking because there is a smuggling agent behind it,"['phenomenon', 'form', 'human', 'trafficking', 'smuggling', 'agent', 'behind']",phenomenon form human trafficking smuggling agent behind,0
indonesia has more than island they can’t spare one for these outcast,"['island', '’', 'spare', 'one', 'outcast']",island ’ spare one outcast,0
they should back to their country,"['back', 'country']",back country,1
cerdas bro ini tuh permainan barat biar kita di pecah belah dan menjauhkan dari isu palestina,"['cerdas', 'bro', 'permainan', 'barat', 'biar', 'pecah', 'belah', 'menjauhkan', 'isu', 'palestina']",cerdas bro permainan barat biar pecah belah menjauhkan isu palestina,0
they are not a refugees but illegal imigrant theres a diffrence here take all of them if you can take care of them in your country but not in indonesia unhcr and iom are scam af,"['refugees', 'illegal', 'imigrant', 'theres', 'diffrence', 'take', 'take', 'care', 'country', 'unhcr', 'iom', 'scam', 'af']",refugees illegal imigrant theres diffrence take take care country unhcr iom scam af,1
no more refuges,['refuges'],refuges,0
only a stupid country is willing to accept refugees of different religions and cultures who can cause problems for their own country and nation it would be much wiser if refugees were accommodated and handled in their own country by creating a refugee zone under the un flag,"['stupid', 'country', 'willing', 'accept', 'refugees', 'different', 'religions', 'cultures', 'cause', 'problems', 'country', 'nation', 'would', 'much', 'wiser', 'refugees', 'accommodated', 'handled', 'country', 'creating', 'refugee', 'zone', 'un', 'flag']",stupid country willing accept refugees different religions cultures cause problems country nation would much wiser refugees accommodated handled country creating refugee zone un flag,1
kami menolak imigran gelaptolong hormati keputusan kamitidak rela negara kami mereka injak,"['menolak', 'imigran', 'gelaptolong', 'hormati', 'keputusan', 'kamitidak', 'rela', 'negara', 'injak']",menolak imigran gelaptolong hormati keputusan kamitidak rela negara injak,0
they are causing chaos in indonesia they dont know whether they are stranded refugees we couldnt believe it we were stranded in aceh on purpose,"['causing', 'chaos', 'dont', 'know', 'whether', 'stranded', 'refugees', 'couldnt', 'believe', 'stranded', 'aceh', 'purpose']",causing chaos dont know whether stranded refugees couldnt believe stranded aceh purpose,0
rohingya are muslims indonesian are also muslims muslims always say all muslims are like brothers and sisters if indonesian do not help rohingya how you would expect other countries who are not muslims to help these poor muslims,"['rohingya', 'muslims', 'indonesian', 'also', 'muslims', 'muslims', 'always', 'say', 'muslims', 'like', 'brothers', 'sisters', 'indonesian', 'help', 'rohingya', 'would', 'expect', 'countries', 'muslims', 'help', 'poor', 'muslims']",rohingya muslims indonesian also muslims muslims always say muslims like brothers sisters indonesian help rohingya would expect countries muslims help poor muslims,1
usir rohingya yahudi pesek dari nkri,"['usir', 'rohingya', 'yahudi', 'pesek', 'nkri']",usir rohingya yahudi pesek nkri,3
indonesiarejectsrohingya,['indonesiarejectsrohingya'],indonesiarejectsrohingya,0
usir penjajah berkedok pengungsi bubarkan unhcr indonesia mogok bayar pajak pemilu pemerintah harus mengembalikan imigran ilegal,"['usir', 'penjajah', 'berkedok', 'pengungsi', 'bubarkan', 'unhcr', 'mogok', 'bayar', 'pajak', 'pemilu', 'pemerintah', 'mengembalikan', 'imigran', 'ilegal']",usir penjajah berkedok pengungsi bubarkan unhcr mogok bayar pajak pemilu pemerintah mengembalikan imigran ilegal,0
penjajahan yang terorganisir,"['penjajahan', 'terorganisir']",penjajahan terorganisir,0
welcome,['welcome'],welcome,0
ternyata cukong dan mavia pengungsi rohing ketakutan klu kapalnya diancam mau di bakar gitu aja kok repot,"['cukong', 'mavia', 'pengungsi', 'rohing', 'ketakutan', 'klu', 'kapalnya', 'diancam', 'bakar', 'repot']",cukong mavia pengungsi rohing ketakutan klu kapalnya diancam bakar repot,0
inviting danger,"['inviting', 'danger']",inviting danger,0
the rohingya are fleeing from bangladesh refugee camp because the rohingya left their mother land arakan to safe their life from the genocide but here in the bangladesh same like as myanmar the kidnaper and terrorist have been kidnaping rohingya and killing so the rohingya are not safe in bangladesh rohingya are fleeing from bangladesh to search a batter life and life security freedom of movement,"['rohingya', 'fleeing', 'bangladesh', 'refugee', 'camp', 'rohingya', 'left', 'mother', 'land', 'arakan', 'safe', 'life', 'genocide', 'bangladesh', 'like', 'myanmar', 'kidnaper', 'terrorist', 'kidnaping', 'rohingya', 'killing', 'rohingya', 'safe', 'bangladesh', 'rohingya', 'fleeing', 'bangladesh', 'search', 'batter', 'life', 'life', 'security', 'freedom', 'movement']",rohingya fleeing bangladesh refugee camp rohingya left mother land arakan safe life genocide bangladesh like myanmar kidnaper terrorist kidnaping rohingya killing rohingya safe bangladesh rohingya fleeing bangladesh search batter life life security freedom movement,3
maaf kami menolak bukan tanpa alasan kami hanya bisa membantu sekedar bantuan kelangsungan hidup sebagai wujud rasa kemanusiaan tidak untuk memberi lahan mereka menetap di negara kami karena berdasarkan undangundang internasional pun mengatakan hal demikian tolong hargai kedaulatan negara kami,"['maaf', 'menolak', 'alasan', 'membantu', 'sekedar', 'bantuan', 'kelangsungan', 'hidup', 'wujud', 'kemanusiaan', 'lahan', 'menetap', 'negara', 'berdasarkan', 'undangundang', 'internasional', 'tolong', 'hargai', 'kedaulatan', 'negara']",maaf menolak alasan membantu sekedar bantuan kelangsungan hidup wujud kemanusiaan lahan menetap negara berdasarkan undangundang internasional tolong hargai kedaulatan negara,0
tolak rohingya hati ini modus bentuk penjajahan gaya baru mereka kalau diterima mereka akan menghubungi kawannya dan akan lebih banyak lagi yg akan datang kesinimereka itu bayar utk kesininya dan bukannya terdamparmereka kalau sdh banyak mereka akan menguasai dan mengusir warga lokal seperti yang telah terjadi di myanmar malaysia serta contohnya di palestina,"['tolak', 'rohingya', 'hati', 'modus', 'bentuk', 'penjajahan', 'gaya', 'diterima', 'menghubungi', 'kawannya', 'kesinimereka', 'bayar', 'kesininya', 'terdamparmereka', 'menguasai', 'mengusir', 'warga', 'lokal', 'myanmar', 'malaysia', 'contohnya', 'palestina']",tolak rohingya hati modus bentuk penjajahan gaya diterima menghubungi kawannya kesinimereka bayar kesininya terdamparmereka menguasai mengusir warga lokal myanmar malaysia contohnya palestina,0
rohinyah paling suka membuat anaklihat saja anak mereka banyak,"['rohinyah', 'suka', 'anaklihat', 'anak']",rohinyah suka anaklihat anak,0
selamat datang sodara ku rohinya kawtanah aceh kita serumpun rohinya indonpak jokowi beri mereka ktp,"['selamat', 'sodara', 'ku', 'rohinya', 'kawtanah', 'aceh', 'serumpun', 'rohinya', 'indonpak', 'jokowi', 'ktp']",selamat sodara ku rohinya kawtanah aceh serumpun rohinya indonpak jokowi ktp,0
if these people go to the philippines the terrorist groups here will recruit them so please dont come in here,"['people', 'go', 'philippines', 'terrorist', 'groups', 'recruit', 'please', 'dont', 'come']",people go philippines terrorist groups recruit please dont come,1
indonesia in this current state simply cannot afford to accept them or any refugees from any countries indonesia is not a member of un refugee convention and we werent a member for a clear reason thus making us not responsible for their well being yet somehow every month there will be hundreds if not thousands of them coming to our islands we are not a rich country yes we do have a trillion gdp but we also have a tons of people millions of people to be precise that the government must feed and take care among those millions more than of them are still living under national poverty line it isnt fair that those immigrants comes to our land and expecting to be fed and taken care by our government yet there are still millions of natural born indonesians that cant eat cant have a proper house and cant have a sustaining job millions it was earlier this year when we finally able to become an upper middle income country it was just yesterday we finally had our own universal healthcare we are still struggling america europe japan and the other g members were all rich and they are also a member of the convention australia is also one of them go there not here it isnt that we do not want them here it is just that we simply cant afford them if they come years from now when we become a high income nation than be my guest or even be my neighbor but now with the current conditions we cant handle them go to malaysia theyre richer than us their gdp per capita is significantly higher than us they have a lot of bangladeshi people reside over there and theyre also a muslim majority country with significantly lesser population in malaysia compared to indonesia i think they can handle rohingya way better than us,"['current', 'state', 'simply', 'afford', 'accept', 'refugees', 'countries', 'member', 'un', 'refugee', 'convention', 'werent', 'member', 'clear', 'reason', 'thus', 'making', 'us', 'responsible', 'well', 'yet', 'somehow', 'every', 'month', 'hundreds', 'thousands', 'coming', 'islands', 'rich', 'country', 'yes', 'trillion', 'gdp', 'also', 'tons', 'people', 'millions', 'people', 'precise', 'government', 'must', 'feed', 'take', 'care', 'among', 'millions', 'still', 'living', 'national', 'poverty', 'line', 'isnt', 'fair', 'immigrants', 'comes', 'land', 'expecting', 'fed', 'taken', 'care', 'government', 'yet', 'still', 'millions', 'natural', 'born', 'indonesians', 'cant', 'eat', 'cant', 'proper', 'house', 'cant', 'sustaining', 'job', 'millions', 'earlier', 'year', 'finally', 'able', 'become', 'upper', 'middle', 'income', 'country', 'yesterday', 'finally', 'universal', 'healthcare', 'still', 'struggling', 'america', 'europe', 'japan', 'members', 'rich', 'also', 'member', 'convention', 'australia', 'also', 'one', 'go', 'isnt', 'want', 'simply', 'cant', 'afford', 'come', 'years', 'become', 'high', 'income', 'nation', 'guest', 'even', 'neighbor', 'current', 'conditions', 'cant', 'handle', 'go', 'malaysia', 'theyre', 'richer', 'us', 'gdp', 'capita', 'significantly', 'higher', 'us', 'lot', 'bangladeshi', 'people', 'reside', 'theyre', 'also', 'muslim', 'majority', 'country', 'significantly', 'lesser', 'population', 'malaysia', 'compared', 'think', 'handle', 'rohingya', 'way', 'better', 'us']",current state simply afford accept refugees countries member un refugee convention werent member clear reason thus making us responsible well yet somehow every month hundreds thousands coming islands rich country yes trillion gdp also tons people millions people precise government must feed take care among millions still living national poverty line isnt fair immigrants comes land expecting fed taken care government yet still millions natural born indonesians cant eat cant proper house cant sustaining job millions earlier year finally able become upper middle income country yesterday finally universal healthcare still struggling america europe japan members rich also member convention australia also one go isnt want simply cant afford come years become high income nation guest even neighbor current conditions cant handle go malaysia theyre richer us gdp capita significantly higher us lot bangladeshi people reside theyre also muslim majority country significantly lesser population malaysia compared think handle rohingya way better us,1
rohingya make many problems in malaysiastealing rape scamming,"['rohingya', 'make', 'many', 'problems', 'malaysiastealing', 'rape', 'scamming']",rohingya make many problems malaysiastealing rape scamming,3
not only indonesia we also dont need any rohingya in our country,"['also', 'dont', 'need', 'rohingya', 'country']",also dont need rohingya country,1
we dont need trash,"['dont', 'need', 'trash']",dont need trash,1
setelah perut mereka kenyang kembalikan lagi ke laut,"['perut', 'kenyang', 'kembalikan', 'laut']",perut kenyang kembalikan laut,0
they are the people who want to take the whole myanmar as their land not just a piece of land not just rakhine state and the same to whole asia in fact they are all from bangladesh their ethnic and background are bangladesh cannot control the populations because the biggest problem is that their birth rates are very high their government cannot control it if they want to stay in power over crowded there then they created the name rohingya some crossed border and stayed inside myanmar some were back to camp later during incidents and some in camp they have been to myanmar because un feed them and pay them in bangladesh camp but whole bangladeshs country birth rate is very high everything and they take name as from myanmar just blame to myanmar as they are native and they will go to better countries if million of those bengalis live in indonesia then they will claim that land is their same like they claim whole rakhine state of myanmar as theirs they never enough by giving lands to them if they got whole myanmar they will claim again thailand as theirs as well if they do birth controls and dont make troubles in any land they live then they would be ok in bangladesh and other countries but they dont they can be danger to local even in myanmar have you even seem how myanmar people look alike myanmarese are just like indonesian people just like asians but those bengalis are totally different they are absolutely from bangladesh ethnic language culture and behavior all the same there are over million bengalis still living in rakhine and other states in myanmar go see for yourself there they are not in danger by state in myanmar but the are the danger to others just about to any ethnics if not their kind already over millions population in bangladesh alone and million in myanmar alone and population is still keep booming most of them cannot even speak burmese and they dont know the places well about myanmar because they have never been to there in myanmar every can speak burmese no matter whatever the ethnic they may be this thing cant just blame to myanmar because they want to dominate the bigger land as they can in whole asia as per their population grow they cant just live peacefully along with any other different ethnics regardless of the religious look at what had happened in malaysia actual pressure main source should put to bangladesh gov who let them ride boat and allow to have over crowded population if just blame to myanmar that problem will not stop and they will keep on coming because land spaces in bangladesh becomes smaller as they grow more unlimited even if give them whole myanmar they will make massive population again and they still will still keep on coming what they really want is invasion and better lives many of them have more than one wives regardless of their budgets they will make a lot of children without thinking whether can they support them main source of problems are bangladesh birth rate and creation of rohingya to claim as from myanmar if they think myanmar is not safe then they wont even live there but they do live so many of them some cities like pyay meiktila they are nd major populations next to burmese even more than other ethnics they will keep coming many of them never stop they will never stop population grow and they will give their burdens to asia,"['people', 'want', 'take', 'whole', 'myanmar', 'land', 'piece', 'land', 'rakhine', 'state', 'whole', 'asia', 'fact', 'bangladesh', 'ethnic', 'background', 'bangladesh', 'control', 'populations', 'biggest', 'problem', 'birth', 'rates', 'high', 'government', 'control', 'want', 'stay', 'power', 'crowded', 'created', 'name', 'rohingya', 'crossed', 'border', 'stayed', 'inside', 'myanmar', 'back', 'camp', 'later', 'incidents', 'camp', 'myanmar', 'un', 'feed', 'pay', 'bangladesh', 'camp', 'whole', 'bangladeshs', 'country', 'birth', 'rate', 'high', 'everything', 'take', 'name', 'myanmar', 'blame', 'myanmar', 'native', 'go', 'better', 'countries', 'million', 'bengalis', 'live', 'claim', 'land', 'like', 'claim', 'whole', 'rakhine', 'state', 'myanmar', 'never', 'enough', 'giving', 'lands', 'got', 'whole', 'myanmar', 'claim', 'thailand', 'well', 'birth', 'controls', 'dont', 'make', 'troubles', 'land', 'live', 'would', 'ok', 'bangladesh', 'countries', 'dont', 'danger', 'local', 'even', 'myanmar', 'even', 'seem', 'myanmar', 'people', 'look', 'alike', 'myanmarese', 'like', 'indonesian', 'people', 'like', 'asians', 'bengalis', 'totally', 'different', 'absolutely', 'bangladesh', 'ethnic', 'language', 'culture', 'behavior', 'million', 'bengalis', 'still', 'living', 'rakhine', 'states', 'myanmar', 'go', 'see', 'danger', 'state', 'myanmar', 'danger', 'others', 'ethnics', 'kind', 'already', 'millions', 'population', 'bangladesh', 'alone', 'million', 'myanmar', 'alone', 'population', 'still', 'keep', 'booming', 'even', 'speak', 'burmese', 'dont', 'know', 'places', 'well', 'myanmar', 'never', 'myanmar', 'every', 'speak', 'burmese', 'matter', 'whatever', 'ethnic', 'may', 'thing', 'cant', 'blame', 'myanmar', 'want', 'dominate', 'bigger', 'land', 'whole', 'asia', 'population', 'grow', 'cant', 'live', 'peacefully', 'along', 'different', 'ethnics', 'regardless', 'religious', 'look', 'happened', 'malaysia', 'actual', 'pressure', 'main', 'source', 'put', 'bangladesh', 'gov', 'let', 'ride', 'boat', 'allow', 'crowded', 'population', 'blame', 'myanmar', 'problem', 'stop', 'keep', 'coming', 'land', 'spaces', 'bangladesh', 'becomes', 'smaller', 'grow', 'unlimited', 'even', 'give', 'whole', 'myanmar', 'make', 'massive', 'population', 'still', 'still', 'keep', 'coming', 'really', 'want', 'invasion', 'better', 'lives', 'many', 'one', 'wives', 'regardless', 'budgets', 'make', 'lot', 'children', 'without', 'thinking', 'whether', 'support', 'main', 'source', 'problems', 'bangladesh', 'birth', 'rate', 'creation', 'rohingya', 'claim', 'myanmar', 'think', 'myanmar', 'safe', 'wont', 'even', 'live', 'live', 'many', 'cities', 'like', 'pyay', 'meiktila', 'nd', 'major', 'populations', 'next', 'burmese', 'even', 'ethnics', 'keep', 'coming', 'many', 'never', 'stop', 'never', 'stop', 'population', 'grow', 'give', 'burdens', 'asia']",people want take whole myanmar land piece land rakhine state whole asia fact bangladesh ethnic background bangladesh control populations biggest problem birth rates high government control want stay power crowded created name rohingya crossed border stayed inside myanmar back camp later incidents camp myanmar un feed pay bangladesh camp whole bangladeshs country birth rate high everything take name myanmar blame myanmar native go better countries million bengalis live claim land like claim whole rakhine state myanmar never enough giving lands got whole myanmar claim thailand well birth controls dont make troubles land live would ok bangladesh countries dont danger local even myanmar even seem myanmar people look alike myanmarese like indonesian people like asians bengalis totally different absolutely bangladesh ethnic language culture behavior million bengalis still living rakhine states myanmar go see danger state myanmar danger others ethnics kind already millions population bangladesh alone million myanmar alone population still keep booming even speak burmese dont know places well myanmar never myanmar every speak burmese matter whatever ethnic may thing cant blame myanmar want dominate bigger land whole asia population grow cant live peacefully along different ethnics regardless religious look happened malaysia actual pressure main source put bangladesh gov let ride boat allow crowded population blame myanmar problem stop keep coming land spaces bangladesh becomes smaller grow unlimited even give whole myanmar make massive population still still keep coming really want invasion better lives many one wives regardless budgets make lot children without thinking whether support main source problems bangladesh birth rate creation rohingya claim myanmar think myanmar safe wont even live live many cities like pyay meiktila nd major populations next burmese even ethnics keep coming many never stop never stop population grow give burdens asia,1
indonesia menolak rohingya,"['menolak', 'rohingya']",menolak rohingya,3
hati warga acehini sudah mau pemilu orang asing berdatangan utk bantu kumpulkan suara ingat waspada perangkat aparat pemerintahanasn dari gubernur sampe bawahan desa sudah teken kontrak sama salah satu cawapres,"['hati', 'warga', 'acehini', 'pemilu', 'asing', 'bantu', 'kumpulkan', 'suara', 'waspada', 'perangkat', 'aparat', 'pemerintahanasn', 'gubernur', 'sampe', 'bawahan', 'desa', 'teken', 'kontrak', 'salah', 'cawapres']",hati warga acehini pemilu asing bantu kumpulkan suara waspada perangkat aparat pemerintahanasn gubernur sampe bawahan desa teken kontrak salah cawapres,0
bunch of filth as an indonesian muslim myself they dont behave well in other country they violate local law physically and verbally abuse our acehnese people they also dont know gratitude in both indonesia and malaysia malaysia has closed its door for rohingyas and indonesia will follow,"['bunch', 'filth', 'indonesian', 'muslim', 'dont', 'behave', 'well', 'country', 'violate', 'local', 'law', 'physically', 'verbally', 'abuse', 'acehnese', 'people', 'also', 'dont', 'know', 'gratitude', 'malaysia', 'malaysia', 'closed', 'door', 'rohingyas', 'follow']",bunch filth indonesian muslim dont behave well country violate local law physically verbally abuse acehnese people also dont know gratitude malaysia malaysia closed door rohingyas follow,4
they re not stranded but they fled yfrom refugees camp in banglades near the border with myanmar,"['stranded', 'fled', 'yfrom', 'refugees', 'camp', 'banglades', 'near', 'border', 'myanmar']",stranded fled yfrom refugees camp banglades near border myanmar,0
they not stranded they come and want to stay in aceh but the local people dont want them they want to kick them out,"['stranded', 'come', 'want', 'stay', 'aceh', 'local', 'people', 'dont', 'want', 'want', 'kick']",stranded come want stay aceh local people dont want want kick,1
ဘလုပ် ရမှာ လဲ,"['ဘလုပ်', 'ရမှာ', 'လဲ']",ဘလုပ် ရမှာ လဲ,0
,[],,0
usir rohingya jangan biarkan mereka berkembang biak di indonesia,"['usir', 'rohingya', 'biarkan', 'berkembang', 'biak']",usir rohingya biarkan berkembang biak,3
tolong berita ini disampaikan kepada pak wapres ya,"['tolong', 'berita', 'wapres']",tolong berita wapres,0
usirrr,['usirrr'],usirrr,0
usir aja dari tanah indonesia kelak bisa membahayakan anak cucu kita,"['usir', 'tanah', 'kelak', 'membahayakan', 'anak', 'cucu']",usir tanah kelak membahayakan anak cucu,0
kalo pengungsi ini buat kacau kya si tizionisdi palestineingat kita punya dayak yg tanpa menyentuh bisa buat orang lain pergi k keunkekuatan indonesia gagah berani padang mahsyar,"['kalo', 'pengungsi', 'kacau', 'kya', 'tizionisdi', 'palestineingat', 'dayak', 'menyentuh', 'pergi', 'k', 'keunkekuatan', 'gagah', 'berani', 'padang', 'mahsyar']",kalo pengungsi kacau kya tizionisdi palestineingat dayak menyentuh pergi k keunkekuatan gagah berani padang mahsyar,0
kalau bisa cepat pulangkan debelum mereka merasa nyaman jangan pernah mau menerima kaum penjajah berkedok kamanusiaan,"['cepat', 'pulangkan', 'debelum', 'nyaman', 'menerima', 'kaum', 'penjajah', 'berkedok', 'kamanusiaan']",cepat pulangkan debelum nyaman menerima kaum penjajah berkedok kamanusiaan,0
usir para penjajah berkedok agama,"['usir', 'penjajah', 'berkedok', 'agama']",usir penjajah berkedok agama,0
secepatnya diusir sebelum dia sex bebas di indonesia dengarkan kata kata sya walaupun sya masyarakat gembel dengarkan suara sya usir cepat sebelum terlambat,"['secepatnya', 'diusir', 'sex', 'bebas', 'dengarkan', 'sya', 'sya', 'masyarakat', 'gembel', 'dengarkan', 'suara', 'sya', 'usir', 'cepat', 'terlambat']",secepatnya diusir sex bebas dengarkan sya sya masyarakat gembel dengarkan suara sya usir cepat terlambat,0
rohinya hewan,"['rohinya', 'hewan']",rohinya hewan,0
indonesia gak butuh masyarakat rohingya,"['butuh', 'masyarakat', 'rohingya']",butuh masyarakat rohingya,3
mungkin mereka ini sekelompok manusia yg dibayar untuk suatu tujuan tertentu salah satunyapemecah konsentrasi isu palestina dan israel,"['sekelompok', 'manusia', 'dibayar', 'tujuan', 'salah', 'satunyapemecah', 'konsentrasi', 'isu', 'palestina', 'israel']",sekelompok manusia dibayar tujuan salah satunyapemecah konsentrasi isu palestina israel,0
masyarakat rempang di piting dihalau dari kampung halaman mereka pengungsi rohingya pulak di beri makan gratis di gadang di beri pulau lagi untuk tempat mereka tinggal sesungguhnya pemerintah indonesia sangat mulia hatinya dengan rumpun barunya,"['masyarakat', 'rempang', 'piting', 'dihalau', 'kampung', 'halaman', 'pengungsi', 'rohingya', 'pulak', 'makan', 'gratis', 'gadang', 'pulau', 'tinggal', 'sesungguhnya', 'pemerintah', 'mulia', 'hatinya', 'rumpun', 'barunya']",masyarakat rempang piting dihalau kampung halaman pengungsi rohingya pulak makan gratis gadang pulau tinggal sesungguhnya pemerintah mulia hatinya rumpun barunya,3
ayo pak mahfudz perjuangkan nkri,"['ayo', 'mahfudz', 'perjuangkan', 'nkri']",ayo mahfudz perjuangkan nkri,0
ya usir laaahh untuk rohingya bisa bilang kemanusiaan tapi buat rempang melayu kok gk ada kemanusiaan padahal itu rakyatnya sendiri,"['usir', 'laaahh', 'rohingya', 'bilang', 'kemanusiaan', 'rempang', 'melayu', 'gk', 'kemanusiaan', 'rakyatnya']",usir laaahh rohingya bilang kemanusiaan rempang melayu gk kemanusiaan rakyatnya,3
belanda jilid dua ujung nya aceh jd budak,"['belanda', 'jilid', 'ujung', 'aceh', 'budak']",belanda jilid ujung aceh budak,0
diplomasi kemanusiaan tai pikir rakyat sendiri aja gak mampu,"['diplomasi', 'kemanusiaan', 'tai', 'pikir', 'rakyat']",diplomasi kemanusiaan tai pikir rakyat,0
pak prabowo gmna keamanan negara kitatni al nya kok tidak berkutikjls² mereka imigran gelap berkedok pengungsi,"['prabowo', 'gmna', 'keamanan', 'negara', 'kitatni', 'al', 'berkutikjls²', 'imigran', 'gelap', 'berkedok', 'pengungsi']",prabowo gmna keamanan negara kitatni al berkutikjls² imigran gelap berkedok pengungsi,0
bersyukurlah kita punya tanah air sedangkan mereka jadi bangsa teeusir dimanakah sedikit rasa kemanusiaan kita ketika kita tidak mau menolong mereka yg sedang kesulitan,"['bersyukurlah', 'tanah', 'air', 'bangsa', 'teeusir', 'dimanakah', 'kemanusiaan', 'menolong', 'kesulitan']",bersyukurlah tanah air bangsa teeusir dimanakah kemanusiaan menolong kesulitan,0
pemerintah harus tegasjanga sampai mereka para pengungsi membawa suatu wabah pennyakit,"['pemerintah', 'tegasjanga', 'pengungsi', 'membawa', 'wabah', 'pennyakit']",pemerintah tegasjanga pengungsi membawa wabah pennyakit,0
